"start","word"
474.12,"yet my opponent won't even say"
479.25,"the words radical Islamic terror"
482.46,"in fact Hillary Clinton talks"
485.01,"tougher about my supporters than"
487.26,"she does about Islamic"
489.03,"terrorists she calls the"
495.33,"patriotic Americans who support"
497.25,"our campaign many of them cops"
499.169,"and soldiers deplorable and"
501.96,"irredeemable as she ever talk"
507.24,"that way about radical Islam or"
509.729,"about those who oppose and"
512.07,"murder women and gays overseas"
514.919,"know as Hillary Clinton never"
517.11,"call people to support these"
518.55,"practices deplorable or"
521.43,"irredeemable know in many"
524.46,"countries overseas non-believers"
526.74,"face the death penalty"
528.9,"whether it's Hillary's"
530.49,"condemnation and then where is"
532.08,"it where is a condemnation of"
534.24,"these people"
536.1,"where is your condemnation of"
537.75,"these countries let's ask"
540.18,"Hillary how many people who"
542.73,"subscribe to radical Islamic"
545.279,"views and support the oppression"
546.959,"of non-believers would you call"
548.91,"deplorable more irredeemable"
551.52,"that's a terrible word that"
552.779,"hasn't been reported but that"
554.16,"was a word that you used are"
556.14,"those words reserved only for"
557.88,"hardworking Americans that truly"
559.86,"truly support us and truly love"
562.8,"our country seems that way"
564.6,"America can never elected"
567.36,"president like Hillary Clinton"
569.31,"who apparently with her choice"
571.17,"of words thinks that the decent"
573.24,"American citizens are bigger"
574.92,"threat than radical Islam can't"
578.67,"do this"
579.42,"anyone who cannot name our enemy"
581.97,"is not fit to lead this country"
584.94,"remember"
588.98,"and if you can't name your enemy"
594.709,"you don't know what the problem"
595.82,"is and if you don't know what"
597.29,"the problem is you never gonna"
598.579,"fix the problem"
600.079,"anyone who cannot condemn the"
601.94,"hatred oppression and violence"
603.5,"of radical Islam lacks the moral"
606.29,"clarity to serve as our"
608.209,"president the commander-in-chief"
610.279,"of this nation must speak with"
613.19,"moral clarity and conviction our"
616.43,"system of government is the best"
618.41,"in the world and as your"
619.94,"president I will defend our"
621.649,"values and speak out against"
623.839,"those who assault our values in"
626.209,"any way shape or form right it's"
638.18,"also time to remember one very"
640.04,"important word accountability"
642.019,"all this disaster with Isis"
644.089,"happened on Hillary Clinton's"
645.829,"watch happened with her her bad"
649.19,"judgment her bad decision-making"
652.22,"her policies in Iraq and Libya"
654.29,"and Syria are responsible for"
656.72,"the rise of Isis her attacks on"
660.44,"me are all meant to deflect from"
662.839,"her record of unleashing this"
664.97,"monstrous evil upon us ever"
667.85,"notice oh she does is attack me"
669.41,"constantly attack attack"
671.569,"everyone says you should never"
673.13,"be successful never run for"
674.66,"political office but that's the"
676.43,"kind of person you need hate to"
678.68,"tell you that that's what we"
679.819,"need but they've always said all"
681.769,"my life all of my life I've"
685.67,"heard of your successful never"
687.05,"run for political office but"
689,"it's time we have to bring our"
690.56,"country back we have to make our"
692.209,"country great again we have to"
693.68,"do something because it's not"
695.66,"working right now"
697.279,"the waiting's her time terrible"
702.92,"and it's you know this is so"
704.779,"true her timetable and"
706.97,"withdrawal from Iraq her push"
709.819,"for regime change in Libya and"
712.279,"Syria her open border policies"
715.37,"these are the actions that"
716.69,"unleashed the ISIS disaster so"
720.649,"she will say and do anything to"
722.36,"distract from that record of"
724.88,"total failure and let's see how"
726.949,"much she changes her policies"
728.99,"over the next couple of days"
730.22,"because she's been for open"
732.11,"borders"
732.98,"she's from people pouring in"
734.39,"from Syria she's from all of"
736.339,"these things I think it's"
737.959,"getting very hard for anybody"
739.579,"that's rational or even same if"
742.819,"you look at it"
743.51,"I mean how can people believe"
744.949,"this way how can they do that"
747.74,"how can people believe this when"
750.41,"they see what's happening all"
751.76,"over the world"
753.019,"look at Germany look at what"
754.64,"happened to merkel in the recent"
757.25,"election look at what's going on"
759.98,"we have to use common sense we"
762.829,"have to be smart we have to be"
764.48,"tough we have to be vigilant her"
766.49,"claim that my opposition to"
768.47,"radical Islamic terrorism is a"
770.81,"recruiting tool to what how does"
773.089,"that have to do with them being"
773.99,"tough"
775.04,"why is that are recruiting I'm"
776.24,"much tougher than her on this"
778.67,"prop is horrible situation but"
780.98,"she goes around saying its"
782,"recruiting to you know somebody"
783.439,"gave her that from madison"
784.79,"avenue you know about it that's"
785.959,"advertising they gave her that"
788.3,"from that they said let's go to"
789.5,"recruiting to but why because"
792.17,"I'm tough"
792.98,"it's a recruiting to it"
794.87,"demonstrates a level of"
796.31,"ignorance about the terror"
798.05,"threat that really is"
799.73,"disqualifying for a person"
802.31,"seeking the presidency when she"
803.72,"says my opposition to radical"
806.18,"Islamic terror provides aid and"
808.01,"comfort to the enemy"
809.29,"we know that Hillary Clinton has"
812.139,"once again demonstrated that"
813.699,"she's really unfit for office"
824.42,"her comments are not only"
825.92,"reckless but beneath the dignity"
828.26,"of the office that she six Isis"
831.23,"is torturing murdering executing"
833.69,"and exterminating people in a"
835.91,"campaign of Genesis and why does"
838.519,"Hillary Clinton suggesting what"
840.74,"is she suggesting you know what"
843.05,"you see"
843.5,"let's let more people come in"
844.82,"that we should censor our"
847.699,"vocabulary so as not to upset"
850.07,"these butchers I have news for"
854.81,"Hillary refusing to call out"
857.63,"radical Islam will not lessen"
861.26,"the danger it will only increase"
863.51,"and embolden the danger just"
865.459,"like we have seen during a"
866.81,"disastrous and failed term as"
868.76,"Secretary of State it in"
870.56,"Bolton's"
877.79,"just like Iran is emboldened you"
880.07,"look at Iran there on baldon"
881.63,"they made this deal and instead"
883.61,"of becoming our friend"
885.62,"it looks to me like it's gotten"
887.39,"worse"
888.71,"the rise of Isis is Hillary"
890.33,"Clinton's foreign policy legacy"
892.28,"one of them many others that are"
896.24,"not good"
897.62,"Secretary Clinton has helped to"
899.63,"topple regimes displace millions"
901.58,"and then open the door to Isis"
904.07,"potentially to enter this"
905.78,"country now you think of this"
908.36,"it's a disaster so how is this"
910.55,"policy a smart policy Clinton's"
914,"decisions overseas have left us"
916.4,"with the threat we face today"
917.84,"and her immigration policies"
920.12,"will invite this thread onto our"
922.16,"shores as soon as us as sure as"
924.68,"you are there in front of me"
926.51,"standing watching that's going"
929.06,"to happen right onto our shows"
930.65,"it's happening"
932.6,"we must stop the massive inflow"
934.37,"of refugees which Hillary"
936.2,"Clinton is trying to drastically"
937.94,"increase now she may change your"
940.49,"mind because this is what's been"
941.84,"happening for a long time but"
943.46,"it's getting harder and harder"
944.54,"because how ru electable when"
947.18,"you have policies like that we"
949.34,"should temporarily suspend"
950.66,"immigration entirely from"
952.04,"regions were safe and adequate"
953.69,"screening and I mean extreme"
956.45,"vetting cannot occur right"
963.699,"q polling shows that in many of"
967.359,"the countries from which we draw"
968.829,"a large numbers of immigrants"
970.239,"extreme views about religion"
972.669,"such as the death penalty for"
974.529,"those who leave the faith are"
977.109,"commonplace the death penalty"
979.749,"it's the job and really of"
982.179,"government to admit those and"
985.089,"only those who we expect to"
987.249,"succeed in to flourish here and"
989.47,"become part of our incredible"
992.259,"country and home"
1000.71,"Hillary Clinton disagrees with"
1002.36,"his common sense rule and it's"
1004.55,"one more reason why she will not"
1007.61,"win the election on $MONTH"
1009.71,"november and it's time to break"
1018.35,"with the corruption the bad"
1020.69,"judgment and the failures of the"
1022.7,"past it's time to have a new"
1025.61,"American future we are going to"
1029.209,"change our immigration system to"
1033.5,"reflect American values"
1036.35,"we're going to stop the policy"
1042.62,"of regime change overseas and"
1044.81,"instead focus on working with"
1046.4,"our allies on a military"
1047.839,"campaign to utterly destroy Isis"
1050.87,"and defeat Islamic terrorism"
1055.31,"this will not only require"
1059.18,"military warfare but also"
1061.07,"financial warfare cyber warfare"
1063.14,"and ideological warfare but to"
1066.53,"win this struggle we need to be"
1068.15,"strong at home we're going to"
1071,"rebuild our country our"
1072.95,"infrastructure is a disaster"
1075.41,"our country is a mess with 20"
1078.86,"trillion dollars in debt think"
1081.74,"of it 20 trillion dollars at the"
1085.16,"center of the effort will be in"
1087.68,"fact the rebuilding of our inner"
1089.96,"cities nearly four in ten"
1092.3,"african-american children live"
1094.31,"in poverty including forty-five"
1096.35,"percent of african-american"
1098.6,"children under the age of six"
1100.64,"think of them"
1101.72,"fifty-eight percent of"
1103.49,"african-american youth are not"
1105.92,"working"
1107.09,"violent crime Rosen America's 50"
1109.82,"largest cities last year it went"
1113.51,"through the roof homicides are"
1116.45,"up nearly fifty percent in"
1117.89,"Washington DC and more than 60"
1120.74,"presented Baltimore more than"
1122.84,"3,000 people have been shot in"
1125.6,"Chicago since January think of"
1128.27,"it since you and your 3,000"
1130.01,"people that's like worse than"
1132.26,"the war-torn nations that"
1133.88,"you're looking at that's worse"
1134.81,"than Afghanistan the schools are"
1137.54,"failing the jobs are leaving and"
1139.91,"millions are trapped in poverty"
1142.04,"so to the african-american"
1143.9,"community I say vote for Donald"
1148.43,"Trump I will fix it"
1150.65,"I won't"
1157.22,"I will bring back your jobs i"
1159.44,"will fix your schools and I will"
1161.75,"fight for your safety you'll be"
1163.64,"safe"
1164.84,"it's time for new civil rights"
1168.53,"agendas and one that promises"
1170.96,"Safe Communities great education"
1173.03,"and a good paying job now I say"
1177.62,"this and I say this all the time"
1180.559,"what do you have to lose your"
1182.87,"education is broken your"
1185.419,"communities are unsafe there are"
1187.82,"no jobs it's been run by"
1190.669,"Democrats for sometimes up to a"
1193.159,"hundred years unbroken what do"
1196.34,"you have to lose"
1197.33,"I will fix it my whole life so"
1203.059,"true so true they really let you"
1207.77,"down"
1208.49,"they ask for your vote you give"
1210.59,"me about year after year you"
1212.24,"give me a vote then in the"
1214.549,"presidential at least and in"
1216.59,"every other one but in the"
1217.58,"presidential they say hey see"
1219.74,"you man see in four years"
1221.929,"that's what they do they see in"
1223.61,"four years will be back and then"
1225.169,"they come back and they promised"
1226.37,"your things and nothing happens"
1227.78,"and you vote so it's time to"
1230.78,"change what do you have to lose"
1233.21,"I will fix it remember that my"
1236,"whole life"
1241.1,"has been about creating jobs"
1242.87,"thousands and thousands of jobs"
1245.84,"Hillary Clinton has better"
1247.7,"career destroying jobs just look"
1249.95,"at upstate New York and her"
1251.39,"terrible trade deals Hillary"
1253.88,"supported NAFTA she supported"
1256.039,"China's entrance into the word"
1257.66,"world trade organization"
1259.37,"disaster and she supported the"
1261.799,"job-killing deal with South"
1263.6,"Korea that helped make them a"
1266.51,"fortune and us we lost jobs we"
1269.12,"lost factory we lost money"
1271.01,"the South Korean deal was"
1273.47,"supposed to create 70,000 jobs"
1275.419,"instead we lost a hundred"
1277.37,"thousand jobs and our trade"
1279.38,"deficit with South Korea has"
1281.24,"more than doubled"
1282.95,"these are the deals we make next"
1285.95,"Hillary Clinton wants to approve"
1289.28,"the trans-pacific partnership"
1290.51,"that deal will be a disaster for"
1294.26,"North Carolina for every state"
1296.33,"your state your state has lost"
1299.72,"more than four in ten"
1300.86,"manufacturing job since NAFTA"
1302.9,"signed by her husband i'm going"
1305.33,"to renegotiate this disastrous"
1306.98,"deal and if we don't get the"
1308.72,"deal we want we'll walk away and"
1310.64,"we'll start all over again"
1318.78,"our trade deficit with the world"
1323.43,"is nearly 800 billion dollars a"
1327.18,"year think of that 800 billion"
1328.92,"dollars you always say who's"
1330.9,"negotiating these deals we have"
1332.88,"a trade deficit worldwide of"
1334.44,"almost 800 billion this is"
1337.35,"really the economic legacy of"
1339.18,"Hillary Clinton now four more"
1341.4,"years of obama four more years"
1343.74,"of clinton you can't do it you"
1346.56,"can't do it"
1347.37,"people are going to take it but"
1349.26,"we're going to turn it all"
1350.46,"around my economic agenda can be"
1353.22,"summed up in three very"
1355.11,"beautiful words jobs jobs jobs"
1372.13,"I'm going to get read of massive"
1375.58,"absolutely massive amounts of"
1377.92,"unnecessary regulations and your"
1380.56,"tax cuts are going to be so"
1382.78,"happy you're gonna be so happy"
1384.13,"when you bring all that money"
1385.45,"big tax she'll raise taxes i'm"
1390.22,"lowering taxes that's a big"
1391.42,"difference i'm going to repeal"
1393.82,"and i'm going to replace"
1395.98,"Obamacare"
1401.89,"which is turned out to be an"
1403.45,"economic disaster for family i'm"
1406.3,"going to create American energy"
1408.07,"independence i'm going to make"
1410.02,"our government lean responsible"
1412.09,"and efficient I'm going to fix"
1413.89,"our terrible trade deals and"
1415.33,"defend the American worker i'm"
1418.12,"going to rebuild are depleted"
1419.8,"military and take care of our"
1421.36,"great veterans and i'm going to"
1426.97,"appoint justices to the Supreme"
1429.19,"Court who will follow the"
1431.38,"Constitution of the United"
1432.82,"States we will rebuild our roads"
1438.76,"our bridges our tunnels highways"
1441.34,"airports schools and hospitals"
1443.14,"american cars will travel the"
1446.2,"Rose American planes will soar"
1448.69,"the skies and American ships"
1451.3,"will again patrol the Seas and"
1458.83,"it's about time"
1460.12,"american steel will send news"
1462.7,"grown-up look you know all about"
1464.11,"skyscrapers right"
1465.67,"anybody going to be an architect"
1467.08,"anybody going to be a developer"
1469.63,"developer any developers at a"
1471.97,"young develop of 12 is already a"
1475.03,"developer American steel will"
1479.05,"send those do skyscrapers into"
1481.96,"the clouds American hands will"
1484.27,"rebuild this nation an American"
1486.61,"energy harvested from American"
1488.8,"sources will power our nation"
1491.65,"American workers will be hired"
1495.1,"to do the job"
1503.64,"we will put new American steel"
1507.03,"into the spine of this country i"
1510.03,"will fight for every neglected"
1512.94,"part of our nation every single"
1515.88,"part of this great nation and I"
1518.46,"will fight to bring us together"
1519.84,"as one American people imagine"
1528.15,"what our country could"
1530.7,"accomplish if we started working"
1533.16,"together as one people under one"
1536.55,"God saluting one flag"
1558.15,"it's time to break with a bitter"
1562.05,"failures of the past and to"
1563.52,"embrace a new inclusive"
1565.74,"prosperity and the American"
1568.71,"future because that's what it's"
1570.3,"going to be new factories are"
1573.03,"going to come rushing in there"
1575.16,"going to come rushing rushing in"
1577.92,"you wait till you see what"
1579.21,"happens we will incentivize"
1580.83,"people to stay and they will be"
1583.68,"decent devised if they leave our"
1586.17,"country they're not going to"
1588.06,"just come out fire all our"
1591.24,"people build product outside of"
1594.03,"the country and sell it into our"
1595.98,"country so easily it's gonna be"
1597.36,"a whole different ballgame and"
1599.4,"now they'll say you know what I"
1600.57,"think we're not leaving"
1601.77,"that's what's going to happen"
1602.94,"once more we will have a"
1606.42,"government of By and For the"
1609.87,"People"
1614.909,"we will make America wealthy"
1619.47,"again and save your social"
1624.539,"security which you people are a"
1626.97,"long ways away we will make"
1630.659,"America stronger we will make"
1634.169,"America safe again and we will"
1638.94,"make America great again god"
1642.929,"bless you God bless you and"
1644.639,"thank you thank you get out and"
1647.429,"vote november eight get out and"
1649.859,"vote and october twenty thank"
1652.019,"you everybody"
