"start","word"
1422.59,"for a while I said Wow because"
1424.749,"it was . after . after . us it"
1427.57,"wow she's guilty and then all of"
1429.399,"a sudden however we've decided"
1430.84,"it's really bad today"
1433.98,"we've never seen the inner"
1437.46,"workings of our government"
1438.78,"I think looking so bad and just"
1441.96,"a little while ago and I don't"
1443.309,"have right now too much of the"
1444.96,"facts just coming out but a lot"
1448.47,"of things are happening too"
1450.419,"crooked Hillary because i think"
1452.91,"you know personally I think that"
1454.62,"her single greatest achievement"
1457.169,"when you can burn out or delete"
1460.95,"or however she did 33,000 but of"
1466.2,"course those were ok but they"
1467.46,"were the wedding and yoga i"
1472.26,"could see for yoga two or three"
1474.36,"I could see for the wedding 10"
1476.37,"but 33,000 emails yoga in the"
1480.75,"wedding right and i made the"
1483.6,"statement before that Barack"
1487.32,"Obama and Hillary claim these"
1491.25,"are the founders of Isis these"
1494.309,"are the founders services"
1495.48,"because of bad judgment"
1497.64,"these are the founders and some"
1499.29,"of the well that's not very nice"
1500.91,"that's nice"
1503.1,"they said about me he'll be fine"
1504.69,"i say something about them it's"
1506.79,"terrible i said they get the"
1509.25,"most valuable player what Isis"
1512.309,"is going to present them with"
1513.45,"the most valuable player or you"
1517.919,"know like in high school"
1520.2,"most valuable client now these"
1525.45,"are bad people with bad judgment"
1528.809,"and at the top we have an"
1530.82,"incompetent leader and that's"
1532.23,"why we have I just read where"
1534.45,"Isis the GV remember the JV it's"
1538.14,"gone from eight countries to 28"
1540.9,"countries and they were trying"
1544.5,"to clean up the books you know"
1545.85,"did you see what just came out"
1547.14,"that that they were trying to"
1548.79,"make it look like it was much"
1549.99,"less powerful that it is and"
1553.11,"there's been a hundred and"
1554.549,"forty-three attacks over the"
1557.91,"last short while hundred and"
1559.169,"forty-three attacks in 29"
1560.669,"countries and we're allowing"
1562.89,"them to come in through Syria"
1564.48,"we're allowing them to come in"
1566.1,"by the thousands and Hillary"
1568.02,"Clinton wants to raise it wants"
1570.36,"to raise it up five hundred and"
1573,"fifty percent and already the"
1574.47,"kind we don't know and often as"
1575.82,"we want safe havens we want to"
1577.95,"help them in in Syria will get"
1580.5,"the Gulf states to pay for it"
1581.76,"because they've got plenty of"
1582.75,"money and they're not doing"
1583.559,"anything and if it weren't for"
1586.38,"us they wouldn't be there very"
1587.22,"long believe me if it weren't"
1589.02,"for us they wouldn't be there"
1590.039,"very long they got nothin but"
1591.33,"money and we're gonna have them"
1593.01,"pay for but i have a big heart"
1595.59,"has bigger heart it's almost"
1597.84,"anybody in this room you some"
1599.22,"pretty good people i know one"
1600.299,"person in particular and I think"
1602.039,"he's actually a better person"
1603.33,"that I am but that's ok but he"
1607.38,"knows i can do this stuff better"
1608.549,"meaning open it up for you fuck"
1613.049,"so so we're going to we're going"
1616.799,"to hopefully when and the way"
1620.13,"we're going to win is you have"
1623.58,"to get your congregations and"
1625.98,"you have to get parishioners you"
1628.679,"have to get all of your people"
1630.24,"to go out and vote"
1631.38,"you got to get him to sign those"
1633.03,"cards early in many cases you"
1634.83,"can vote before november eighth"
1637.2,"this way there's no excuses"
1640.26,"I joke a lot to say if you're"
1644.34,"sick if you just got the worst"
1647.549,"prognosis that a doctor can give"
1649.74,"you if you're lying in bed and"
1653.07,"you just know you're not going"
1654.9,"to make it you have to get up in"
1656.549,"november eight then you have to"
1658.23,"vote"
1659.81,"you do but and and honestly you"
1667.4,"didn't vote for romney had you"
1669.92,"voted for romney would have been"
1671.06,"much closer you didn't vote for"
1672.77,"around me"
1674.96,"evangelicals religion didn't get"
1678.23,"out about and I don't know why"
1682.22,"whatever the reason i'm not sure"
1683.63,"why a lot of different reasons"
1685.01,"for but you didn't people did"
1687.14,"not get out and about but you"
1690.08,"have really now a one-time shot"
1693.5,"that's it to one time she had to"
1696.02,"get out and vote"
1697.01,"you have to get the people in"
1700.28,"your church's you have to get"
1701.69,"them to go out involved you have"
1703.19,"to whether you have bus drives"
1704.81,"do whatever you have to do for"
1707,"instance we have a close race in"
1708.26,"Virginia if we get the"
1710.45,"evangelicals we get the"
1714.59,"different people that are"
1715.52,"represented by you if we get"
1719.48,"those people to vote we're gonna"
1720.98,"win in Virginia we're gonna win"
1723.47,"in Virginia if they don't vote"
1724.94,"not going to happen it's never"
1727.22,"gonna happen again you're never"
1728.3,"gonna have a chance again 501c3"
1730.97,"termination for yourselves open"
1733.7,"speech you can talk freely about"
1735.17,"who you like think of that you"
1737.9,"can have your people having you"
1741.2,"can have I mean dialogue within"
1744.169,"the churches and temples and"
1746.869,"whatever it may be you can have"
1748.22,"actually dialogue talk about who"
1749.72,"you want"
1750.619,"it's never gonna happen again"
1751.489,"folks how it happened in the"
1753.35,"first place is amazing"
1754.999,"it told me what a great"
1757.369,"politician Lyndon Johnson has to"
1759.019,"be honest with you how he got"
1760.039,"that through is incredible he"
1761.299,"was a strong tough guy but"
1763.549,"you're never going to have this"
1764.509,"chance again you can have one"
1765.859,"chance and the reason i wanted"
1767.509,"to do this instead of a"
1768.71,"whole-home speech where I say"
1770.269,"you know talk about my childhood"
1773.119,"talk about whatever have few"
1776.539,"people yawning in the middle"
1778.669,"did you notice i took the"
1779.809,"teleprompter right i had tell"
1782.809,"know I had a speech written by a"
1787.669,"professional and I said I'm not"
1788.929,"reading this and and you have a"
1798.139,"chance to do something that will"
1800.989,"be earth-shaking I literally"
1804.559,"meaning earth-shaking you've got"
1807.35,"to get your people out to vote"
1808.429,"and especially in those states"
1810.889,"where were represented having a"
1813.35,"tremendous problem in utah utah"
1815.69,"is a different place and not"
1817.309,"over there is anybody here from"
1818.48,"Utah"
1819.859,"I mean it's didn't think so we"
1823.82,"have a problem"
1824.84,"I mean because you know it look"
1827.059,"could coerce the Supreme Court"
1828.83,"going to have four or five"
1830.45,"justices put on having a problem"
1832.309,"it's a false i've been given a"
1834.23,"false narrative but we're doing"
1837.409,"really well in some states"
1839.149,"including Florida how many from"
1840.919,"Florida here lot o"
1843.67,"and look if you get your people"
1848.26,"out to vote with a win Florida"
1850.27,"so we're even maybe one . up one"
1852.67,"point downwards it even and I"
1854.92,"haven't started yet you know I"
1856.12,"really haven't started don't"
1857.32,"forget i won the primaries by a"
1859.75,"landslide and people were"
1864.04,"sitting were really shocked you"
1866.35,"remember the story when we had"
1867.64,"Marco and Jeb and we had like"
1870.34,"you know initially 17 people and"
1874.27,"they so mark on Jeff and they"
1876.52,"said what we'll do"
1877.15,"winner-take-all that way one of"
1878.32,"the two guys will pick up 99"
1879.7,"delegates right and I said I"
1881.83,"don't want that you have a"
1883.39,"governor for eight years and you"
1884.62,"have a senator who is a rising"
1885.94,"star and you have trumpet than"
1889.21,"the first Paul came in and I had"
1890.44,"like forty-eight percent and"
1891.67,"they had 12 and 11 I said I do"
1895.24,"like that now anyway we won by a"
1898.81,"massive amount and it was great"
1900.37,"we need help in Ohio we're very"
1902.8,"close in Ohio I was very close"
1904.81,"but we need help and and the"
1906.37,"fact that you're in florida most"
1907.84,"of your many of you are in"
1908.62,"florida but if you could send"
1910.21,"out the word to ohio"
1911.53,"pennsylvania some of those"
1914.02,"really important swing states"
1915.58,"i'm telling you we will we will"
1919.99,"do it and because we're close"
1921.76,"very close in the role of"
1924.73,"Pennsylvania's a little little"
1926.02,"further up but I think we're"
1927.07,"gonna win Pennsylvania because"
1927.97,"the minor she wants the miners"
1929.35,"out of business you want steel"
1930.61,"out of business and she's I mean"
1933.01,"what she's a disaster"
1934.57,"she suggests i think we're gonna"
1935.95,"win Pennsylvania but if we"
1938.83,"become president we are going to"
1942.25,"do something that will be so"
1944.11,"great for something that we all"
1946.36,"love"
1947.29,"ok something that we all love"
1948.91,"and we have 90 days"
1950.74,"not long you know 90 days when I"
1952.66,"started this was jun 16 $YEAR"
1954.19,"suite a long time I said well"
1956.89,"that's a long time now all of a"
1958.72,"sudden we're down to 90 days so"
1961.03,"I think it's so so important you"
1964.84,"know i just gave a speech to a"
1966.67,"great organization the home"
1967.96,"builders of our country great"
1969.73,"people and my my father was a"
1971.8,"homebuilder 20 did he built"
1973.66,"homes and I'm driving over here"
1975.94,"that was two hours ago"
1977.29,"driving over here and I said you"
1979.99,"know in a way your home builders"
1982.24,"to put your home builders with"
1984.07,"the spirit your spiritual home"
1986.86,"builders which is actually more"
1987.88,"important if you think about it"
1988.99,"then the brick-and-mortar ok so"
1991.6,"i just want to tell you that I"
1998.02,"wanted to discuss this because"
1999.58,"usually it's one line we're"
2000.75,"going to get rid of the Johnson"
