"start","word"
466.419,"suffers from bad judgement he's"
469.06,"right her policies have created"
471.669,"disaster overseas and poverty at"
474.61,"home so many places i'm running"
477.97,"to reverse these values and to"
480.4,"create a new American future and"
483.55,"well-being"
486.23,"and that future begins with"
490.7,"prosperity at home my economic"
494.21,"agenda can be summed up in three"
496.88,"words jobs jobs jobs through"
505.54,"our jobs have been taken away"
507.28,"from us they've gone to Mexico"
508.96,"and they've gone all over the"
510.7,"world but they've been taken"
512.169,"away by incompetent politicians"
514.09,"that don't know what's happening"
516.07,"or politicians that dunno what's"
518.95,"happening but they're being"
521.41,"bossed by special interest their"
524.26,"donors you know what's happening"
526.18,"my economic plan rejects the"
528.88,"citizen that says our labor"
531.1,"force will keep shrinking that"
533.08,"our jobs will keep leaving and"
535.42,"that our economy can never grow"
537.07,"as it did once before and"
539.29,"there's no reason why it"
540.31,"shouldn't be able to grow even"
541.9,"better everything that is broken"
544.84,"today can be fixed and every"
547.18,"failure can be turned into a"
549.61,"great great success is going to"
551.92,"happen"
559.769,"and by the way I just see"
561.239,"offstage a very special person"
564.36,"has anyone ever heard of Eric"
566.759,"trump Harry come up Aaron my son"
571.829,"Eric jump he is working any"
574.319,"vodka and Don and Tiffany and"
578.04,"all of them they are working are"
583.619,"we not proud of this man what is"
588.809,"the guys 53 days to go or"
590.699,"something that we are going to"
591.989,"make America great we are going"
593.519,"to win that there's no question"
594.839,"about it"
595.589,"we will not let you down thank"
597.48,"you guys for being here tonight"
609.05,"thank you Eric he has been"
611.06,"working hard"
613.13,"his sister to and his brother"
614.93,"done and Tiffany integrate"
617.209,"speech and Milania medic rates"
618.92,"be everybody they're working so"
620.54,"hard"
625.769,"and boy the press likes to hit"
628.35,"them right boy the press likes"
631.769,"to hit him and as such good kids"
634.019,"but they can take it Eric and"
635.55,"you take it i think so right"
637.35,"they're good kids it's time to"
642.059,"stop fighting over the smallest"
644.579,"words and start dreaming about"
646.529,"the great things we can achieve"
647.939,"together as a country jobs can"
651.299,"stop leaving our country and"
653.519,"start pouring in"
655.829,"we're gonna take them no longer"
658.199,"a one-way highway into oblivion"
661.29,"failing schools can become"
663.809,"flourishing schools crumbling"
665.999,"roads and bridges can become"
667.589,"gleaming new infrastructure"
670.29,"inner cities can experience a"
672.809,"flood of new jobs and investment"
674.79,"and rising crime can give way to"
677.519,"safe and prosperous communities"
679.829,"all of these things and so much"
683.459,"more are possible we have such"
685.98,"potential in this country but to"
688.709,"accomplish them we must replace"
690.929,"the present policy of globalism"
693.6,"which has moved so many jobs and"
696.629,"so much wealth out of our"
698.429,"country and replace it with a"
700.949,"new policy of Americanism what"
704.519,"is America"
708.019,"I am not running to be the"
712.999,"president of the world i'm"
717.319,"running to be the president of"
720.649,"the united states of america"
736.71,"thank you and i'm spending a lot"
743.64,"of my money doing this I want to"
745.32,"tell you these other people it's"
747.48,"all donations let the money poor"
749.73,"in with spending a lot"
751.92,"you better make sure I win in"
753.54,"november eight because I'm gonna"
755.22,"have wasted a hell of a lot of"
757.08,"time energy and money you know"
761.49,"when they tell me mr. chump"
764.31,"it doesn't matter what you've"
765.48,"accomplished or so I've"
766.83,"accomplished nothing you've"
768.09,"accomplished on the messenger"
769.29,"but what you've accomplished is"
771.39,"so incredible i say unless we"
773.73,"win we have accomplished nothing"
774.9,"just remember we have to win in"
777,"november eight we have to get"
778.29,"there get everybody New"
780.78,"Hampshire not alone"
783.54,"it's time to replace our failed"
788.31,"political system with a new"
790.41,"American system if we lower our"
793.02,"taxes which we're going to do"
794.76,"big-league remove destructive"
797.58,"regulations and we will be"
799.5,"chopping unleashed the vast"
801.84,"treasure of American energy and"
803.88,"negotiate trade deals that put"
806.16,"America first then there is no"
808.86,"limit to the number of jobs we"
811.26,"can create and the amount of"
813.33,"prosperity we can unleash"
815.46,"America will truly be the"
819.81,"greatest place in the world to"
821.76,"invest to hire to grow and to"
824.19,"create new jobs new technologies"
827.58,"and entire new industries"
830.28,"america america"
834.86,"made in America remember he"
839.39,"remembers some of my older folks"
843.68,"here right we know"
846.74,"made in America you remember you"
848.69,"don't see that very often and"
850.58,"you seeing it less unless we're"
851.93,"gonna bring it back made an"
853.04,"American my first day in office"
855.29,"i'm going to order a review of"
857.72,"every single regulation issue"
859.61,"over the last eight years all"
866.36,"needless job-killing regulations"
868.79,"will be cancelled millions of"
871.67,"new jobs will come pouring in"
874.16,"we're going to lift the"
875.18,"restrictions on American energy"
877.76,"which means lower electricity"
879.44,"prices and half a million new"
882.14,"jobs a year big stuff and that's"
886.52,"just the beginning"
888.26,"also on my first day i'm going"
890.42,"to ask Congress to send me a"
892.34,"bill to immediately repeal and"
894.38,"replace disasters Obamacare"
900.54,"to disaster this will instantly"
905.85,"save another two million jobs"
908.04,"i'm also going to completely"
910.47,"reformed our trade deals we are"
912.99,"going to renegotiate the worst"
915.48,"straight deal ever made in the"
917.91,"history not of our country in"
920.55,"the history of the world"
922.98,"napa signed by Bill Clinton a"
926.91,"disaster"
928.17,"we're going to stand up to China"
931.23,"and keep America out of TP"
933.21,"that's another disaster we don't"
936.54,"need another massive"
937.86,"multinational deal that ties us"
940.71,"up and binds us down and is so"
943.23,"complicated that nobody in our"
945.51,"country understands it"
947.13,"other countries they know every"
948.6,"word they know every sentence"
950.73,"every paragraph our people they"
952.68,"don't even read deals they sign"
954.36,"whatever is put in front of them"
955.92,"just take a look at what"
956.82,"happened with Obamacare"
958.2,"practically nobody in Congress"
959.85,"read it and what a mess we have"
962.52,"new hampshire has lost nearly"
964.32,"one in three think of it"
966.42,"13 manufacturing jobs since"
968.94,"NAFTA and one in force in China"
971.58,"joined the world trade"
972.54,"organization both Hillary"
974.85,"Clinton back disasters bad"
978.81,"judgment remember bad judgment"
982.32,"and i'm going to appoint the"
983.94,"best and toughest trade"
985.17,"negotiators and we have the best"
986.79,"in the world"
987.78,"we have the greatest business"
988.92,"people and the greatest"
989.94,"negotiators and where we don't"
991.26,"use them we use political hacks"
992.88,"we're going to stand up and"
996.57,"defend our American workers"
1000.61,"any deal that doesn't increase"
1005.92,"jobs and wages in America I will"
1008.41,"oppose and I mean seriously"
1010.269,"oppose not politician oppose we"
1014.98,"are going to turn our bad trade"
1017.2,"deals integrate once another"
1019.51,"major reform is going to be"
1021.25,"school choice"
1023.56,"I've outline and by the way we"
1027.88,"are going to terminate common"
1030.73,"core and bring education"
1037.95,"I've outlined a plan to provide"
1040.8,"every disadvantage child in"
1042.87,"America the freedom to choose"
1044.25,"the private-public magnet or"
1047.1,"religious school of his or her"
1049.62,"choice"
1050.55,"this will help lift millions of"
1053.52,"poor african-american and"
1055.5,"hispanic children out of poverty"
1058.38,"the poverty in our country is"
1061.08,"unbelievable"
1064.17,"it's time to break up the failed"
1066.18,"democratic control over our"
1067.74,"inner cities and provide real"
1070.02,"hope and opportunity to every"
1072.36,"single community in this nation"
1074.43,"our policies or taxes trade"
1077.67,"regulations and education will"
1080.52,"grow incomes will boost and go"
1083.79,"right through the roof we have"
1085.32,"to increase people's incomes you"
1087.72,"know that many people in this"
1089.94,"room made more money eighteen"
1093.15,"years ago in real wages think of"
1095.94,"it then they do now they're"
1098.61,"working harder now they're older"
1101.37,"and many people because of"
1103.47,"Obamacare and for other reasons"
1105.12,"are holding two jobs so you're"
1108.72,"getting older"
1110.04,"you're working harder and you"
1112.17,"make it less i don't think that"
1113.37,"sounds great"
1114.66,"the only good thing is that i'm"
1117.21,"also working a hell of a lot"
1119.67,"harder than I've ever worked"
1120.81,"your heart off so I don't feel"
1122.88,"so sorry working hi"
1130.73,"but we're enjoying it because we"
1132.5,"see the fruits of our labor we"
1134.39,"see what's happening and in 52"
1137.69,"days you're gonna have a lot of"
1139.82,"happy people in this state and"
1141.47,"in this country of time so we"
1148.16,"want to reduce poverty for our"
1150.77,"african-american and Hispanic"
1153.44,"communities have to since"
1155.84,"president obama came into office"
1157.549,"another two million Hispanic"
1159.98,"Americans have fallen into"
1161.96,"poverty"
1162.98,"this is unacceptable to the"
1165.65,"Hispanic community I say we are"
1167.9,"going to protect your jobs we"
1170.419,"are going to build up your"
1171.71,"schools and we are going to"
1173.69,"deliver safety and opportunity"
1176.15,"for your children safety also"
1178.73,"means protecting our people from"
1180.65,"radical Islamic terrorism"
1191.57,"my opponent wants a five hundred"
1193.76,"and fifty percent increase in"
1195.77,"Syrian refugees"
1201.03,"you saw what happened yesterday"
1203.22,"hundreds of thousands of people"
1205.89,"are being approved to pour into"
1207.39,"the country have no idea they"
1209.04,"are water mistake the great"
1212.1,"Trojan horse 200 years from now"
1214.23,"they'll be saying boy that was a"
1216.51,"bad bad couple of years you know"
1219.48,"folks we all have a big heart"
1221.01,"and we want to build safe havens"
1223.2,"we do 20 trillion dollars very"
1226.11,"soon the debts doubled under"
1227.52,"obama but we are 20 trillion"
1229.92,"dollars the Gulf states have a"
1231.66,"lot of money we're gonna get"
1232.8,"them to put up the money will"
1234.39,"build it they have to put up the"
1235.68,"money will build safe havens"
1237.45,"will take care of people but we"
1239.31,"cannot let them come into our"
1240.99,"country we just could not now"
1242.67,"according to the Senate"
1247.71,"subcommittee on immigration her"
1250.53,"entire plan will bring in"
1253.08,"620,000 refugees in her first"
1257.22,"term and cost our country 400"
1261.09,"billion dollars"
1263.67,"what are we doing what are we"
1265.32,"doing instead of providing free"
1268.53,"healthcare and jobs to refugees"
1270.69,"from around the world we should"
1272.61,"rebuild our inner cities and"
1274.29,"help struggling Americans and we"
1276.57,"should work with Hispanics we"
1279.33,"should work with"
1280.05,"african-american citizens and"
1283.47,"help our inner cities and we"
1285.9,"should take care of our great"
1288.81,"veterans who are not being"
1291.12,"treated properly"
1299.21,"they have their priorities so"
1300.98,"very wrong"
1302.99,"I support the construction of"
1305.09,"safe zones in the region and we"
1307.34,"will get the Gulf states we're"
1309.289,"going to get them to pay for the"
1310.789,"Gulf states wouldn't be there"
1311.99,"very long if it wasn't for us at"
1314.72,"the same time that's right keep"
1318.2,"the oil remember my statement"
1319.82,"shouldn't go in but if you go in"
1322.52,"when you go out"
1323.809,"keep the AL now we wouldn't do a"
1326.539,"thing like that's not"
1327.59,"politically correct right at the"
1330.95,"same time we will rebuild our"
1333.86,"military which is so badly"
1335.99,"depleted with the greatest"
1337.429,"people on earth running we are"
1341.299,"going to get our allies to pay"
1344.539,"their fair share you know we"
1346.25,"defend many countries and we're"
1349.61,"gettin socked on that one too"
1352.34,"we get socked on everything only"
1355.309,"five of the 28-member NATO"
1357.47,"countries you remember i've been"
1358.73,"talking about this"
1360.23,"they say I don't like data I"
1361.46,"like no but we have five out of"
1364.1,"the 28 countries that are paying"
1366.2,"their obligation to spend two"
1368.45,"percent of gdp on defense"
1370.94,"so don't you think it's supposed"
1373.49,"to be paying maybe i will"
1377.84,"convene a summit of our European"
1380.299,"and Asian allies to make sure"
1382.549,"that everyone is sharing the"
1384.89,"security burden and that we are"
1387.529,"properly focused on protecting"
1390.38,"our country and other countries"
1393.289,"frankly from radical Islamic"
1397.039,"terrorism a word a phrase that"
1401.24,"President Obama and Hillary"
1402.98,"Clinton just refused to use and"
1406.97,"unless you're going to use it"
1408.59,"and unless you're going to say"
1410.149,"it you're never ever going to be"
1412.49,"able to do anything about it"
1413.809,"just remember that it all things"
1416.51,"it's time to put Americans first"
1419.99,"and time to start taking care of"
1423.23,"each other we have to take care"
1425.299,"of each other"
1426.74,"and is there any place is better"
1433.13,"to be then a trump rally in New"
1437.75,"Hampshire here we are helpless"
1440.78,"has no place better and you know"
1444.8,"what else is no place safer"
1446.42,"earlier this week I rolled out a"
1449.48,"plan to help our mothers and our"
1452.15,"families get affordable quality"
1454.19,"child care for their children my"
1458.42,"daughter Ivanka was so helpful"
1460.19,"she is so dedicated to that and"
1463.01,"she's been talking about that"
1464.36,"long before june sixteenth of"
1466.25,"last year when I decided that we"
1467.99,"have to do this on policy after"
1471.08,"policy"
1472.1,"we're going to provide"
1473.059,"opportunity prosperity and"
1475.49,"security for all Americans"
1477.89,"I'm going to lower your taxes"
1480.59,"beyond any number you thought"
1483.83,"possible"
1490.279,"and by the way Hillary Clinton"
1493.999,"is going to raise your taxes"
1495.44,"very very substantial she is"
1499.929,"very very substantially i'm"
1503.259,"going to get rid of massive"
1504.82,"amounts of unnecessary"
1505.72,"regulations on business and in"
1509.23,"your life it's killing your"
1510.549,"business's i'm going to repeal"
1513.129,"and replace Obamacare i'm going"
1515.74,"to appoint justices of the"
1517.749,"Supreme Court who will follow"
1519.879,"the Constitution i'm going to"
1526.869,"rebuild are depleted military"
1529.24,"and we're going to take care of"
1530.98,"our vets we have plenty of a"
1532.749,"mere tonight I'm going to save"
1539.44,"your second Amendment which is"
1541.69,"underseas"
1545.33,"and the NRA gave us the earlier"
1551.51,"by the earliest endorsement"
1553.37,"they've ever given so I want to"
1555.74,"thank the NRA these are great"
1557.09,"people"
1558.17,"he's a great people you've got"
1561.2,"to get out and what you want to"
1562.49,"save your second Amendment"
1563.33,"believe me you have to get out"
1564.89,"and vote"
1565.97,"I'm going to stop illegal"
1568.01,"immigration and drugs coming"
1569.96,"into our country and yes we will"
1572.33,"build the wall"
1585.7,"that's right"
1588.93,"well we will build a wall in"
1595.62,"Mexico will pay for the wall"
1597.81,"believing they will they will we"
1601.44,"have a trade deficit that's so"
1603.69,"massive with Mexico that the"
1606.3,"wall is a peanuts compared to"
1608.31,"what we're losing they will pay"
1610.29,"for the wall they just don't"
1612.15,"know it yet"
1613.29,"and believe me they're gonna pay"
1614.64,"for and they'll be happy to do"
1616.65,"it just has to be explained"
1618.99,"properly"
1620.52,"I'm going to sew importantly"
1623.88,"renegotiate your disasters"
1625.92,"trade-ins especially left after"
1628.5,"now after is turning out to be"
1631.23,"the worst but we're going to"
1633.84,"renegotiation and we will make"
1636,"great treatise and we'll put our"
1638.4,"American workers press but"
1639.96,"here's the thing if for some"
1641.52,"reason we can't we negotiate"
1643.53,"after they could say no"
1646.35,"unlikely but they could say no"
1648,"we will terminate NAFTA and"
1650.52,"we'll have new trade deals that"
1652.38,"will be phenomenal for the"
1654.42,"united states of america right"
1658.26,"we're not playing games and"
1661.71,"apple and our other major"
1664.62,"companies will start making"
1667.23,"their iphones and their"
1668.58,"computers and other products"
1670.74,"inside the United States not in"
1673.71,"china and all over the world"
1675.99,"except here okay because that's"
1679.11,"what's happening right now"
1681,"giggling we don't make our"
1683.73,"products anymore in the United"
1685.32,"States but we will again like"
1687.96,"never before mark my words we"
1693.24,"will rebuild our roads our"
1695.64,"bridges tunnels highways"
1697.47,"airports schools and hospitals"
1699.36,"american cars will travel the"
1702.93,"roads American planes will soar"
1706.68,"the skies and American ships"
1709.14,"will patrol beautifully the sea"
1713.42,"american steel will send new"
1719.48,"skyscrapers high into the clouds"
1722.78,"American hands will rebuild this"
1725.57,"nation an American energy mind"
1729.38,"from American sources will power"
1732.29,"our nation"
1738.84,"and believe me when I say this"
1741.99,"American workers right"
1745.71,"american workers will be hired"
1748.74,"to do the job"
1751.02,"american workers we will put new"
1756.72,"American steel into the spine of"
1759.96,"this country i will fight for"
1762.81,"every neglected part of this"
1765,"nation and I will fight to bring"
1767.31,"us together as one American"
1770.25,"people imagine just imagine what"
1774.93,"our country could accomplish if"
1777,"we started working together as"
1779.52,"one people under one God"
1781.68,"saluting one flag right saluting"
1786.81,"saluting one flag right"
1807.37,"it's time to break with the"
1809.26,"bitter failures of the past and"
1811.3,"to embrace a new inclusive and"
1814.66,"truly prosperous American future"
1817.75,"jobs will return incomes will"
1821.35,"rise and new factories will come"
1824.32,"back and they will come back"
1826.39,"rushing into our shores"
1828.52,"it will be a beautiful sight to"
1831.19,"behold once more we will have a"
1834.67,"government of By and For the"
1837.82,"People we will make America"
1844.45,"wealthy again we will make"
1848.17,"America strong again we will"
1851.559,"make America's safe again and we"
1855.91,"will make America great again"
1860.29,"thank you very much everybody"
1862.809,"november eight go out and vote"
1865.059,"god bless you"
