"start","word"
1750.76,"same friends and connections"
1752.05,"they all support the same"
1754.78,"ideology of globalism that makes"
1757.51,"them ridge while shipping your"
1759.34,"jobs your factories in your"
1760.93,"wealth all the way out to other"
1763.57,"countries i am not running to be"
1766.66,"president of the world i'm"
1768.19,"running to be President of the"
1769.75,"United States and that's what"
1771.13,"we're going to take"
1780.3,"we're gonna take care of our"
1781.74,"country Wow look at all the"
1784.29,"people up there it's a big"
1785.79,"balcony"
1786.72,"hello balcony"
1792.45,"I am for America but"
1794.88,"specifically i am for America"
1797.79,"first it's going to be America"
1799.65,"first hasn't happened in a long"
1802.23,"time together we will rebuild"
1805.32,"this country beyond our greatest"
1807.9,"dreams that rebuilding begins"
1810.57,"with American manufacturing ohio"
1814.29,"has lost one third of its"
1816.12,"manufacturing jobs since the"
1818.49,"bill clinton signed NAFTA"
1821.49,"disaster which Hillary supported"
1824.1,"totally we're going to"
1826.32,"renegotiate NAFTA to get a fair"
1828.81,"deal for our workers and it will"
1830.97,"be a fair deal and if it's not"
1832.8,"will terminate and we'll start"
1834.54,"all over again because NAFTA is"
1836.91,"a one-way Road out of our"
1839.22,"country for our jobs in our"
1840.75,"money"
1845.09,"daft is devastated manufacturing"
1848.45,"right here in Ohio and Michigan"
1850.28,"and Pennsylvania and all over"
1852.56,"New England and in the state of"
1854.69,"North Carolina where I just left"
1856.43,"right now if Ford builds a car"
1859.07,"in ohio and exports it to Mexico"
1860.96,"Mexico slaps us with a huge"
1863.72,"value added tax or a backdoor"
1865.91,"tariff but before it moves its"
1868.22,"factories to Mexico and then"
1870.35,"exports a car back to America"
1872.36,"forgives Ford and Mexico works"
1875.78,"this but mexico through the back"
1877.94,"will give forward a hefty that"
1880.7,"tax rebate and backdoor export"
1884.21,"subsidy it makes it impossible"
1886.43,"for our country to compete i"
1889.49,"don't know how many people just"
1890.69,"understood what I said does"
1891.83,"anybody understand right because"
1895.1,"it makes it impossible they made"
1898.79,"a mistake when they negotiated"
1900.74,"this deal we have different tax"
1902.33,"systems and Mexico is I mean"
1905.18,"they gotta be left in this going"
1906.59,"on for years"
1907.79,"it makes it impossible for our"
1910.34,"country to compete"
1912.23,"that's why how often do you see"
1913.73,"the factories going the other"
1914.87,"way they'll go the other way"
1915.8,"they go so one way road out"
1919.22,"not anymore folks believe"
1924.34,"it's crazy it's crazy you look"
1927.22,"at that vat tax it's crazy they"
1928.779,"get it both ways in other words"
1930.37,"they get it both ways and then"
1932.65,"we're afraid to tax the product"
1934.179,"coming in okay and if we tax the"
1936.34,"product coming in guess what"
1937.69,"they wouldn't move they wouldn't"
1939.07,"be leaving because now for it is"
1941.169,"just announces moving all of its"
1943.059,"small car production all of it"
1944.95,"to Mexico"
1947.57,"where they're building among the"
1951.44,"biggest most sophisticated"
1952.67,"plants anywhere in the world"
1954.98,"not us Ohio has also lost more"
1958.28,"than 221,000 job since China"
1961.01,"joined the world trade"
1962.45,"organization another deal push"
1964.52,"by bill clinton and supported by"
1966.23,"his wife Hillary in November a"
1969.89,"we can finally close the history"
1972.86,"book on her legacy of failure"
1975.62,"and turn the page to a bright"
1978.98,"and shining future"
1984.899,"it will be a new dawn for the"
1987.719,"American worker starting in 2017"
1993.059,"jobs are going to start leaving"
1995.759,"other countries and coming back"
1998.309,"to us believe me believe that"
2003.889,"includes apple products we are"
2007.07,"going to have an immigration"
2008.45,"system that makes sense"
2010.399,"one based on merit skill and"
2012.44,"promoting the economic interests"
2014.419,"of American workers our tax code"
2016.909,"which now waste billions and"
2019.519,"billions of dollars a year just"
2021.289,"in compliance will become simple"
2023.809,"streamlined and efficient and go"
2026.779,"way way down we're taking those"
2028.729,"taxes way down way down your"
2031.519,"taxes are going way there and"
2034.129,"Hillary Clinton i don't know if"
2035.539,"you know this because they don't"
2037.009,"talk about it"
2038.179,"Hillary Clinton is asking for a"
2039.859,"major tax increase remember that"
2042.529,"major government will start"
2045.83,"working again"
2046.879,"fixing things we're going to"
2048.379,"have this economy work again for"
2051.71,"you just look at my projects in"
2053.839,"New York white earned run down"
2055.369,"spaces into new centers of"
2057.049,"business and we have hit such"
2059.839,"success taking buildings that"
2061.94,"were failures and made them"
2063.379,"successful made them incredible"
2065.569,"buildings jobs so many things"
2069.71,"even an ice-skating rink took"
2071.359,"eight years the city couldn't"
2072.589,"build it I did it in three"
2073.789,"months okay you know"
2079.389,"where others only saw problems i"
2081.549,"saw potential we turned empty"
2084.279,"lots and empty buildings and"
2086.289,"empty homes into living memories"
2088.51,"of thousands of workers and"
2090.069,"their families hired thousands"
2091.75,"and thousands of people and"
2093.429,"they've done a great job for me"
2094.809,"i can tell you that that's what"
2096.579,"I want to do for our country"
2098.289,"I want to go into the neglected"
2099.88,"neighborhoods to failing schools"
2101.98,"the Forgotten stretches of this"
2103.63,"nation of which there are many"
2104.769,"and unlock their potential for"
2107.859,"all of our people i made a"
2114.519,"living for years looking for"
2116.109,"unused spaces and imagining what"
2119.619,"could be politicians look at"
2122.74,"blighted neighborhoods and offer"
2124.45,"only excuses they look for one"
2127.51,"thing they look for the votes of"
2130,"people living in the inner"
2131.44,"cities and then they say we'll"
2133.69,"see you later in four years"
2135.19,"after the election takes place i"
2138.369,"look at the same neighborhoods"
2140.26,"and i want to offer solutions"
2141.819,"and I have offered solutions and"
2144.88,"all you have to do is look at"
2146.41,"what's happening with the poll"
2147.7,"numbers with african-americans"
2150.069,"and with Hispanics they are"
2152.049,"really going up big league"
2154.69,"because they get it"
2159.05,"we spend so much time thinking"
2160.88,"about how things used to be"
2163.22,"we've stopped thinking about how"
2164.48,"great things could be all we"
2166.85,"have to do is turn out the"
2169.13,"doubters the cynics and the"
2170.63,"naysayers of which we have a lot"
2172.79,"of them and I understand why we"
2176,"have so many because they"
2177.29,"haven't seen it's been all talk"
2178.58,"no action for so many years by"
2180.35,"politicians but just remember"
2181.61,"this"
2182.57,"I'm not a politician thankfully"
2184.43,"i'm not a party"
2190.58,"we are a nation of strivers"
2192.5,"dreamers and believers and"
2194.27,"that's the spirit that we will"
2195.74,"carry right into November"
2198.11,"november eight to be specific"
2200.15,"and we are going to have a great"
2202.13,"great monumental victory it's"
2205.1,"going to be an amazing day for"
2208.07,"this country"
2210.68,"I don't know if you know it look"
2213.71,"at crowds like this every"
2214.97,"auditorium every place is sold"
2216.68,"out thousands of people outside"
2218.06,"always what we have is a"
2220.37,"movement like they've never seen"
2221.69,"before they've never seen it"
2223.13,"many of the commentators bill"
2225.17,"o'reilly many of the"
2226.28,"commentators said it's one of"
2228.17,"the great political phenomenas"
2229.85,"of our time but you know what"
2233.87,"to me it's only a phenomena if"
2236.18,"we win in november eighth"
2237.53,"otherwise it's not a fun"
2239.42,"we gotta get some of that Bobby"
2243.86,"Knight stuffing us right"
2246.97,"he won he knew how to win that's"
2249.13,"for sure"
2250.24,"it's that same spirit of"
2252.88,"resilience i have seen visiting"
2254.74,"the flood-ravaged towns of"
2257.11,"Louisiana where Hillary Clinton"
2259.42,"refused to go or meeting the"
2262,"incredible but hard hit people"
2263.89,"in cities and towns like flint"
2266.35,"michigan where I just left"
2268,"recently that was a rough site"
2271.24,"to look at flint michigan it's"
2273.49,"that spirit of strength we need"
2275.41,"to start winning again as a"
2276.82,"country in this effort no part"
2280.51,"of our country will be left"
2282.7,"behind when any part of our"
2284.47,"country hurts"
2285.82,"we all hurt nationwide nearly"
2293.38,"four in ten african-american"
2296.17,"children live in poverty"
2297.49,"including forty-five percent of"
2299.71,"african-american children under"
2301.84,"the age of six can you believe"
2303.4,"that 45% we should never accept"
2307.06,"this level of poverty in our"
2309.4,"country and there is no greater"
2311.71,"anti-poverty program in the"
2313.72,"world then weíll good jobs but"
2321.04,"to unlock jobs we must also make"
2324.61,"communities safe crime is rising"
2327.64,"across this country more than"
2329.47,"3,000 people have been shot in"
2332.62,"Chicago since january of this"
2334.78,"year to the african-american"
2336.64,"community"
2338.41,"I say vote for Donald J Trump I"
2343.21,"will fix it"
2349.59,"when I say honestly what do you"
2353.58,"have to lose not going to get"
2356.19,"any worse"
2357.21,"it's terrible the crime the bed"
2361.08,"education that no jobs"
2363.69,"what do you have to lose believe"
2365.58,"me I'm going to fix it i will"
2367.5,"fix it i'll bring back your jobs"
2369.96,"I'll fix your school's I'll"
2372.42,"fight for you like nobody's ever"
2374.19,"fought for you before we're"
2376.8,"gonna fix those inner cities and"
2378.36,"we're gonna make them really"
2379.38,"terrific we're going to fix them"
2381.87,"that plan includes school choice"
2385.41,"so important for our education"
2386.46,"under our plan every low-income"
2389.55,"child in our nation will be able"
2391.41,"to attend the private-public"
2392.97,"magnet or charter school"
2395.43,"including religious schools of"
2397.89,"their choice i will be your"
2402.81,"greatest champion in the White"
2404.43,"House Hillary Clinton on the"
2406.32,"other hand only fights to"
2407.91,"protect the corrupt political"
2410.16,"establishment"
2412.81,"you know you ever notice she's"
2414.49,"talking now about immigration"
2416.38,"and schools and education"
2418.18,"she's been there for 30 years"
2419.17,"she hasn't done anything in"
2421.96,"upstate New York I have to tell"
2424,"you in upstate New York when she"
2426.52,"was campaigning for the Senate"
2428.32,"it was having a hard time she"
2430.96,"said she's gonna bring in"
2431.89,"200,000 jobs she got elected she"
2435.01,"has done anything it's a"
2436.27,"disaster area right now and"
2438.34,"you're gonna have the same thing"
2439.57,"if anything happened here where"
2441.94,"she actually got in if that's"
2443.32,"possible"
2444.28,"you can have the same exact"
2445.72,"thing 200,000 jobs never"
2448.48,"happened board jobs left all of"
2451.15,"their money all of their hopes"
2452.95,"for another generation of"
2454.21,"corruption it was all vested in"
2456.49,"her the insiders who wrote these"
2458.38,"checks all have Hillary Clinton"
2460.81,"on speed dial"
2461.86,"boom have a problem bomb"
2463.84,"whatever they want"
2466.57,"she will get for them whatever"
2468.37,"they ask for she will deliver"
2470.56,"whatever they say their wish"
2473.38,"will be granted unless you show"
2476.11,"up and vote in november $YEAR 8"
2477.79,"i'll tell you what"
2479.62,"nothing will change if you vote"
2482.5,"for her"
2484.15,"you will be happy if you vote"
2486.76,"for Trump that i can tell you"
2488.47,"big change big difference"
2494.33,"our movement and this is our"
2496.4,"movement will stop this and take"
2498.47,"our country back but we have to"
2501.05,"do this together you have to"
2503.81,"knock on doors you have to pick"
2505.97,"up that phone go to the website"
2508.31,"learn more become a volunteer"
2510.86,"that's what we need we have to"
2512.39,"win Ohio such an important state"
2515.99,"ohio ohio don't forget i worked"
2521.99,"in ohio for a long time"
2523.31,"Cincinnati i love ohio i worked"
2525.92,"in there was a great experience"
2527.75,"for me"
2528.89,"you have to campaign in the"
2530.15,"streets spread the love that we"
2532.4,"in this room really love the"
2535.52,"people of the country and want"
2537.53,"to make our country great"
2538.97,"against very simple it's a very"
2540.8,"simple theme to beat the system"
2543.74,"you have to lift your voice"
2546.14,"pound the pavement and get out"
2547.79,"and vote"
2548.78,"you're 47 days to change the"
2551.39,"world at least the world as we"
2553.31,"know it you have 47 days to make"
2555.71,"possible every dream and there"
2557.93,"are many dreamers right now in"
2559.46,"this room who's the driver who"
2560.9,"is it"
2565.14,"you have one magnificent chance"
2568.349,"to deliver justice for every"
2571.049,"forgotten man woman and child in"
2574.769,"this nation let us all resolve"
2577.71,"here and now this moment that we"
2580.44,"will give everything we have for"
2582.089,"the next forty seven days all"
2584.309,"day every day to make America"
2587.339,"great again we will change all"
2596.099,"that has gone wrong in the last"
2597.329,"four years and eight years we"
2599.94,"will once again make America the"
2602.7,"land of opportunity for all of"
2604.98,"its citizens but we will also"
2607.019,"change everything that has gone"
2608.88,"wrong for so many decades all of"
2611.46,"the policies that have served"
2613.079,"only the special few we will"
2615.299,"rewrite so that they serve you"
2617.64,"the American people as simple as"
2620.069,"that"
2622.859,"Hillary Clinton is the last"
2624.39,"defender standing on this failed"
2627.72,"failed badly failed status quo"
2631.68,"she's running to defend decades"
2633.509,"of failure in every area of"
2635.4,"political life her campaign"
2637.71,"messages things must never"
2640.259,"change that's what she's"
2641.4,"thinking my campaign messages"
2644.579,"things have to change and they"
2646.619,"have to change right now"
2653.66,"the arrogance of washington DC"
2657.109,"will soon come face-to-face with"
2659.72,"the righteous verdict of the"
2661.91,"American voter and worker on"
2664.849,"november eight we're going to"
2666.77,"show the whole world that"
2668.599,"America is back bigger and"
2670.88,"better and stronger than ever"
2672.74,"before"
2678.81,"this is what will happen"
2680.4,"starting in january of 2017 i'm"
2683.64,"going to lower your taxes"
2685.02,"eliminate every unnecessary"
2687.57,"regulation which is just joking"
2689.82,"companies and people unleash"
2692.28,"American energy appoint justices"
2695.13,"to the Supreme Court who will"
2697.26,"uphold the Constitution of the"
2699.12,"United States"
2703.83,"save the Second Amendment"
2714.38,"and put the American worker"
2718.01,"first we're going to terminate"
2723.86,"totally common core and bring"
2726.65,"education locally by the people"
2729.5,"that know what they're doing"
2731.21,"we will rebuild our roads"
2733.94,"bridges tunnels highways"
2735.8,"airports schools hospitals all"
2738.38,"of it infrastructure american"
2741.14,"cars will travel the roads"
2742.94,"American planes will soar the"
2744.92,"skies and American ships will"
2747.44,"patrol the C's once again"
2749.78,"American steel will send new"
2754.43,"skyscrapers high into the clouds"
2757.16,"American hands will rebuild our"
2759.8,"nation not the hands of people"
2762.32,"from other countries"
2768.27,"and American energy harvested"
2771.12,"from American sources willpower"
2773.94,"this nation and we are going to"
2777.27,"take care of our miners and we"
2779.82,"are going to take care of our"
2781.2,"steel workers they are not these"
2783.84,"are special people miners who is"
2786.99,"a minor here as say well they"
2791.91,"have been pretty badly hurt this"
2793.47,"face that Mary farmers do we"
2797.01,"love the farmers"
2804.21,"you know it's true the farmers"
2808.44,"have been so underappreciated in"
2810.839,"this country they are truly"
2813.27,"great amazing people set up"
2817.65,"farmers give yourself a"
2818.88,"handstand on come on we're going"
2821.28,"to protect the farmer we're"
2824.07,"going to protect the farm we"
2825.51,"have to protect the farmer"
2826.95,"without the farmer we don't eat"
2829.65,"and that's not good"
2831.27,"we won't eat without the farm"
2834.66,"Thank You farmers what a job"
2836.4,"what a job you've done american"
2838.14,"workers will be hired to do the"
2840.21,"job we will put new American"
2842.88,"steel into the spine of this"
2844.74,"country i will fight for every"
2847.08,"neglected part of this nation"
2848.849,"and I will fight to bring us all"
2851.88,"together as one American people"
2855.51,"imagine what our country could"
2857.7,"accomplish if we started working"
2859.65,"together as one people under one"
2862.95,"God saluting one American flag"
2878.69,"we appreciate that now more than"
2880.49,"ever doing it is time to break"
2883.31,"with a bitter failures of the"
2885.29,"past and to embrace a new"
2886.819,"inclusive and process American"
2890.48,"future jobs will return"
2893.81,"don't you like the sound of that"
2895.49,"incomes will rise and new"
2900.05,"factories will come rushing onto"
2902.3,"our shores"
2903.56,"once more we will have a"
2905.78,"government of By and For the"
2908.869,"People we will make America very"
2914.569,"very wealthy again so necessary"
2917.75,"we will make America strong"
2920.63,"again we will make America safe"
2923.42,"again and yes we will make"
2926.03,"America great again thank you"
2929.21,"very much god bless you thank"
2931.099,"you know evaporate"
2932.63,"thank you everybody thank you"
2934.13,"i'll thank you"
3105.71,"ok"
3193.48,"ok"
3287.269,"and"
3488.27,"ok"
