"start","word"
429.79,"best care in the world for our"
432.04,"female veterans"
439.3,"the veterans health system will"
442.12,"remain a public system because"
444.43,"it is after all a public trust"
446.949,"but never again will we allow"
449.409,"any veteran to suffer or die"
452.08,"waiting for care that means"
454.99,"veterans will have the right to"
457.18,"go to a VA facility or the right"
459.639,"to see a private doctor at"
461.229,"clinic of their choice whatever"
462.699,"is the fastest and best for"
465.729,"veterans people are not going to"
468.129,"die waiting online to see a"
470.08,"doctor"
470.86,"it's not going to happen"
474.849,"the veteran will be in total"
479.379,"control should i have the honor"
482.65,"of serving as president we're"
485.169,"also going to start facing the"
487.09,"world with confidence again we"
490.719,"are going to uphold the laws of"
493.389,"the nation and defend our"
495.37,"sovereignty and security and we"
498.46,"are going to defend our border"
506.7,"I just came back from a"
509.1,"wonderful meeting with the"
510.93,"President of Mexico where i"
512.79,"express my deep respect for the"
514.62,"people of his country and for"
516.51,"the tremendous contributions of"
518.88,"mexican-americans in our country"
521.37,"and they have made tremendous"
522.57,"contributions many are in our"
527.64,"armed services you know how good"
530.61,"they are"
531.93,"I want to again thank him for"
534.69,"his gracious hospitality and"
536.82,"express my belief that we can"
538.89,"work together to accomplish"
540.45,"great things for both countries"
543.81,"that's Mexico and the United"
545.97,"States we agreed in the meeting"
553.26,"on the need to stop the illegal"
556.05,"flow of guns drugs cash and"
560.82,"people across the border and to"
563.49,"take out the cartels have to get"
566.1,"rid of those cartels and we have"
568.23,"to do it quickly"
569.94,"our country is being poisoned"
571.47,"our country is being poisoned"
574.98,"we're also talking about and"
578.16,"talked about the importance of"
580.29,"working to keep jobs and wealth"
582.75,"in our hemisphere a more"
585.72,"prosperous Mexico means fewer"
588.24,"illegal border crossings and a"
590.16,"better market for products made"
592.53,"in the United States when I'm"
594.93,"president I'm going to look at"
596.76,"every trade deal we have across"
598.26,"the world and see what steps"
600.51,"must be taken to protect"
602.13,"American jobs and create new"
604.62,"opportunities for the American"
606.51,"worker the American worker has"
608.79,"been forgotten and we're not"
611.43,"going to let that happen"
614.88,"we will fight for every last"
619.38,"American jobs and we will have"
622.35,"friendships with other countries"
623.79,"but they will not take advantage"
626.19,"of us any longer that i can tell"
629.16,"you we're going to show"
633.42,"ourselves and the world again"
635.79,"what a strong and growing"
637.71,"American economy can look like"
640.71,"we're going to give major tax"
643.86,"relief to every worker and small"
646.38,"business in this country bring"
648.3,"thousands of new companies and"
650.13,"millions of new jobs back to our"
652.2,"shores and unleash an American"
655.29,"energy revolution which we have"
657.72,"to do we will also be appointing"
661.29,"justices of the United States"
663.6,"Supreme Court who will you be"
666.03,"you will be very proud"
667.98,"you will be extremely proud when"
670.47,"we named them you've already"
672.18,"seen some of the people and the"
674.94,"kind of people that we want"
676.98,"justice scalia passed away"
679.68,"recently serves as an absolute"
682.65,"perfect focal point he is the"
685.5,"kind of person we want on the"
687.48,"united states supreme court"
695.01,"I will nominate men and women to"
697.08,"the court who meet the high"
698.85,"standards of Justice Scalia and"
702.36,"judges who have the wisdom and"
704.07,"integrity to follow the law and"
706.86,"just not make it up any way they"
709.56,"want to make it up above all"
715.92,"these next four years i will be"
719.1,"uncompromising in the defense of"
722.97,"the United States and our"
725.13,"friends and our good allies we"
729,"are going to end the era of"
731.34,"nation building and creating new"
733.08,"foreign policy joined by our"
735.54,"partners in the Middle East that"
737.37,"is focused on destroying Isis"
740.22,"and radical Islamic terrorism"
748.08,"we will extend the hand of"
751.41,"friendship to any nation that"
753.87,"will work with us in good faith"
756.33,"on this vital mission and we"
759.48,"want this mission to be"
761.64,"accomplished quickly at the same"
765.24,"time we will change our"
767.19,"immigration screening procedures"
769.38,"to help keep terrorists and"
771.27,"extremists out of our country we"
779.31,"have enough problems our country"
781.35,"has enough problems we don't"
783.66,"need that one and that includes"
785.85,"stopping the influx of Syrian"
788.52,"refugees"
794.74,"incredibly my opponent Hillary"
798.55,"Clinton once a five hundred and"
801.91,"fifty percent increase in"
804.13,"refugees from that region hard"
807.49,"to believe"
809.2,"I on the other hand want to"
810.73,"build a safe zone overseas and"
813.37,"use the money saved to invest in"
816.399,"America we do not want to let"
824.709,"anyone in our country who"
826.93,"doesn't support our values and"
830.05,"who is not capable of loving our"
832.81,"people"
834.37,"it's time to create a new"
839.589,"American future for you your"
842.35,"children and all american"
844.81,"children yet to come in this"
847.54,"future we will have an honest"
849.88,"government that includes an"
851.709,"honest State Department not pay"
854.649,"for play"
862.61,"she probably didn't mention that"
865.25,"to you yesterday government"
869.18,"access and favors will no longer"
871.43,"be for sale and important email"
874.7,"records will no longer be"
876.68,"deleted and digitally altered"
880.279,"which is something they just"
881.779,"found out two days ago"
884.66,"bleached bleached expensive"
887.329,"process why why 33,000 emails"
891.829,"bleach through a very expensive"
893.839,"process you ask yourself what's"
896.779,"going on"
898.13,"we will also have an efficient"
900.95,"and responsible federal budget"
902.51,"no more waste no more throwing"
905.6,"away taxpayer dollars"
908.39,"once more we will have a"
910.73,"government of By and For the"
914.36,"People it will be"
923.03,"it will be an inclusive society"
925.64,"one that offers hope and"
928.04,"opportunity to every part of"
930.17,"this country including our inner"
932.72,"cities we will ensure that every"
935.45,"child in this land including"
938.78,"african-american and hispanic"
941.33,"children are put on the American"
944.18,"ladder of success meaning a"
946.4,"great education and a great job"
949.16,"which they are not getting now"
950.84,"we will follow the noble example"
957.95,"of our military men and women"
960.23,"working selflessly across all"
963.5,"different races and incomes and"
965.27,"backwards to achieve unity and"
968.09,"accomplish amazing things you're"
970.64,"amazing people just in case you"
973.1,"didn't know that ok amazing"
975.68,"people"
976.64,"ladies and gentlemen of the"
979.37,"American Legion I asked today"
982.1,"for the honor of your vote"
985.4,"working in unison we can deliver"
989.42,"the real American change our"
991.49,"country so desperately needs"
994.43,"we will make we will make"
997.94,"America strong again we will"
1001.66,"make America proud again we will"
1005.68,"make America safe again we will"
1010.36,"make America great again thank"
1015.01,"you very much and God bless you"
1016.48,"thank you thank you thank you"
1109.21,"I"
