"id","name","author","title","description","url","urlToImage","publishedAt","content"
"engadget","Engadget","Daniel Cooper","Facebook’s cluelessness helped amplify Myanmar tensions","As the United States goes to the polls for the 2018 midterms, Facebook's political role is once again under scrutiny. The social network has published a report it commissioned in August from the Business for Social Responsibility. The San Francisco-based nonp…","https://www.engadget.com/2018/11/06/facebook-myanmar-bsr-report/","https://o.aolcdn.com/images/dims?thumbnail=1200%2C630&quality=80&image_uri=https%3A%2F%2Fo.aolcdn.com%2Fimages%2Fdims%3Fcrop%3D4887%252C3176%252C0%252C0%26quality%3D85%26format%3Djpg%26resize%3D1600%252C1040%26image_uri%3Dhttps%253A%252F%252Fs.yimg.com%252Fos%252Fcreatr-images%252F2018-11%252F2f522be0-e1d8-11e8-bddd-ee3769413172%26client%3Da1acac3e1b3290917d92%26signature%3D4633d3feca57fe4ea7f412c54aa7bb525778131c&client=amp-blogside-v2&signature=661f352f5068197a41f4f91bbb2b999f48539160","2018-11-06T16:27:00Z","The Republic of the Union of Myanmar, formerly Burma, is a country in southeast Asia bordered by India, Bangladesh, Thailand, Laos and China. It is rich in mineral wealth, but is one of the poorer nations in the region and its political situation is problemat… [+6018 chars]"
NA,"Gizmodo.com","Dell Cameron","Why Democrats Didn't Campaign More on Net Neutrality","As Americans line up to vote on Tuesday, some of net neutrality’s most vocal defenders remain confident that the issue will be a determining factor in the 2018 midterm elections. Privately, however, some Democrats have expressed doubt that the battle over the…","https://gizmodo.com/why-democrats-didnt-campaign-more-on-net-neutrality-1830253760","https://i.kinja-img.com/gawker-media/image/upload/s--s8w9mRv9--/c_fill,fl_progressive,g_center,h_900,q_80,w_1600/zdalfysuvc59njspmrz9.jpg","2018-11-06T18:45:00Z","As Americans line up to vote on Tuesday, some of net neutralitys most vocal defenders remain confident that the issue will be a determining factor in the 2018 midterm elections. Privately, however, some Democrats have expressed doubt that the battle over the … [+7045 chars]"
"usa-today","USA Today","USA TODAY, USA TODAY","It's that day when adults delight over stickers","The election news you’ll want to talk about. #TheShortList","https://www.usatoday.com/story/news/2018/11/06/vote-midterm-elections-2018-polls-voting-results/1896333002/?utm_source=google&utm_medium=amp&utm_campaign=speakable","https://www.gannett-cdn.com/presto/2018/11/06/USAT/19dd5151-cd12-4cbb-9359-c904b7f52d76-Voted_Sticker_III.jpg?crop=1023,575,x1,y9&width=3200&height=1680&fit=bounds","2018-11-06T20:13:28Z","Nashwa Abdulla proudly wears an ""I voted today"" sticker after making her choices in the 2018 mid-term election in Lewiston, Maine. (Photo: Robert F. Bukaty/AP) Happy Election Day 2018. All 435 seats in the House of Representatives are up for grabs, while in t… [+3236 chars]"
"the-huffington-post","The Huffington Post","Nick Wing","How Americans Are Juggling Voting And Work This Election Day","Under federal law, employers aren't required to give workers time off to get to the polls, so many voters have come up with their own routines.","https://www.huffingtonpost.com/entry/voting-work-election-day_us_5be1d608e4b09d43e3238152","https://img.huffingtonpost.com/asset/5be1d6a21f0000f504259fba.jpeg?cache=Un5sk0C5iR&ops=1200_630","2018-11-06T21:33:50Z","Tuesday is Election Day in the U.S., and voters across the country are waking up early or staying out late just to make sure they’re able to cast ballots without any complications at work. Although this particular Tuesday may have massive political implicatio… [+4862 chars]"
NA,"Theatlantic.com","Alexis C. Madrigal","The Facebook Election That Wasn’t","Despite Donald Trump’s vaunted digital efforts, Facebook appears to have played a secondary role in the midterms.","https://www.theatlantic.com/technology/archive/2018/11/the-facebook-election-that-wasnt/574996/","https://cdn.theatlantic.com/assets/media/img/mt/2018/11/RTS1T2MX/facebook.jpg?1541520424","2018-11-06T16:05:24Z","In 2016, Donald Trump steamrolled to victory, and Facebook was a major reason why. Trump, the candidate, was immensely popular on the social network, and his team of digital campaigners spun up a complex voter-targeting scheme that seemed to work, aided by a … [+5259 chars]"
"the-next-web","The Next Web","Rachel Kaser","Everything you need to vote in the 2018 midterm elections today","It’s that time again, my fellow Americans. Voting day is here in the United States. This time, it’s the 2018 midterm elections. Here at TNW, we want to make sure you all get out there and do your civic duty, so we’ve compiled a list of resources to help you g…","https://thenextweb.com/?p=1163625","https://img-cdn.tnwcdn.com/image/tnw?filter_last=1&fit=1280%2C640&url=https%3A%2F%2Fcdn0.tnwcdn.com%2Fwp-content%2Fblogs.dir%2F1%2Ffiles%2F2018%2F11%2FVoting.jpg&signature=dd1607ee97aca0ecc25b99147c531224","2018-11-06T17:58:36Z","Its that time again, my fellow Americans. Voting day is here in the United States. This time, its the 2018 midterm elections. Here at TNW, we want to make sure you all get out there and do your civic duty, so weve compiled a list of resources to help you get … [+3687 chars]"
"business-insider","Business Insider","Ashley Collman","NBC's Chuck Todd says huge voter turnout makes it impossible to predict the outcome of the midterms","""Meet the Press"" host Chuck Todd appeared on the ""Today"" show Monday morning to discuss the midterm elections. Todd said the voter turnout could cross the 100 million mark. Such a high turnout renders predictive polls practically useless, he said. Early votin…","https://www.businessinsider.com/chuck-todd-huge-voter-turnout-makes-midterms-impossible-to-predict-2018-11","https://amp.businessinsider.com/images/5be0b9b59e8c5324e46b1bed-1136-568.jpg","2018-11-06T00:12:44Z","Early voting numbers suggest that Tuesday's elections will have one of the highest voter turnouts for a midterm election in recent years. But while it's good that Americans are exercising their civic duty, it makes predicting the outcome of the election almos… [+933 chars]"
"the-huffington-post","The Huffington Post","Kevin Robillard","Democrats Expecting Big House, Gubernatorial Gains On Election Night","The one downside could be the U.S. Senate.","https://www.huffingtonpost.com/entry/democrats-expecting-house-gubernatorial-gains_us_5be0e260e4b04367a87fb196","https://img.huffingtonpost.com/asset/5be0f35c260000580183e59e.jpeg?cache=5oNrvFb50Y&ops=1200_630","2018-11-06T05:00:03Z","WEST LAMPETER, Pa. – Buoyed by an energy veteran political operatives could only compare to the election of President Barack Obama in 2008, Democrats appear to be on the verge of winning back the House of Representatives and potentially winning a slew of comp… [+7836 chars]"
"the-new-york-times","The New York Times","AZI PAYBARAH","New York Today: New York Today: Now Vote","Tuesday: Casting ballots, more showers and a flashback to New York’s first female voters.","https://www.nytimes.com/2018/11/06/nyregion/newyorktoday/voting-ny-nj.html","https://static01.nyt.com/images/2018/11/06/nyregion/06nytoday1/06nytoday1-facebookJumbo.jpg","2018-11-06T11:00:01Z","In Brooklyn, Al Smiths mother, Katherine, waited until after breakfast before leaving the Brooklyn Heights home she shared with her daughter to vote for her son whom, she recalled telling doubters when he first dabbled in politics, he would amount to somethin… [+1020 chars]"
"usa-today","USA Today","USA TODAY, Editors, USA TODAY","Election Day, college basketball, pipe bomb suspect: 5 things to know Tuesday","Election Day arrives across America, college basketball begins and more things to start your day","https://www.usatoday.com/story/news/2018/11/06/election-day-midterm-elections-college-basketball-pipe-bomb-suspect/1890538002/?utm_source=google&utm_medium=amp&utm_campaign=speakable","https://www.gannett-cdn.com/presto/2018/11/02/USAT/11453a79-f2b4-48ae-acc2-13dd6a4bd89e-1963.jpg?crop=4806,2691,x215,y0&width=3200&height=1680&fit=bounds","2018-11-06T08:55:12Z","In this Wednesday, Oct. 31, 2018, photo, voters cast their votes in Salt Lake City. If a Utah race is too close to call on election night a distinct possibility in the slugfest between Republican Rep. Mia Love and Democrat Ben McAdams residents and candidates… [+4119 chars]"
NA,"Slate.com","Will Oremus, April Glaser, Will Oremus, April Glaser","What Could Go Wrong With Voting Machines on Election Day?","Ed Felten has hacked into many, many voting machines over the years, because he wants Americans to know that the technologies we use to record votes can be dangerously porous. A professor of computer science and public affairs at Princeton University and the …","https://slate.com/technology/2018/11/midterms-voting-machines-hacking-election-security.html","https://compote.slate.com/images/38fa19af-9a57-473d-9b02-fa3b049fc929.jpeg?width=780&height=520&rect=2200x1467&offset=0x0","2018-11-06T16:30:22Z","An elections official demonstrates a touch-screen voting machine in Fairfax, Virginia, on Oct. 3, 2012. The U.S. Government May Have Just Made It Much Easier to Hack Back Against Russia No I Voted Stickers at Your Polling Station? Weve Got You Covered. Electi… [+16721 chars]"
"abc-news","ABC News",NA,"Utah mayor's widow: 'Fitting' that remains of husband killed in Afghanistan returned to US on Election Day - ABC News","ABC News Utah mayor's widow: 'Fitting' that remains of husband killed in Afghanistan returned to US on Election Day ABC News The widow of Maj. Brent Taylor said Tuesday that it was ""fitting"" that the remains of her slain husband were returned to the United St…","https://abcnews.go.com/Politics/widow-fitting-remains-husband-killed-afghanistan-returned-us/story?id%3D58996036",NA,"2018-11-06T16:36:00Z",NA
"abc-news","ABC News","Meridith McGraw","After racking up the miles on Air Force One, Trump lies low on Election Day","The president plans to monitor midterm election results from the White House.","https://abcnews.go.com/Politics/racking-thousands-miles-air-force-campaigning-trump-lies/story?id=58999343","https://s.abcnews.com/images/Politics/trump-rally-mo-gty-ps-181106_hpMain_16x9_992.jpg","2018-11-06T18:38:55Z","Interested in Donald Trump? Add Donald Trump as an interest to stay up to date on the latest Donald Trump news, video, and analysis from ABC News. After racking up thousands of miles on Air Force One, flying all over the country for an unprecedented number of… [+6915 chars]"
"mashable","Mashable","Amanda Luz Henning Santiago","This website will send you free pizza while you're waiting in line to vote","Stuck on a long line waiting to vote? Hungry? Well, you and your fellow voters just might be eligible for a free pizza brought straight to you while you wait. The nonprofit Pizza to the Polls will send free pizza to people stuck on long lines waiting to cast …","https://mashable.com/article/pizza-to-the-polls-midterm-elections-2018/","https://i.amz.mshcdn.com/TZOi96tM0q_fDK8qLmV7PwrHfug=/1200x630/2018%2F11%2F06%2F47%2F16c8251fb7f84e8d9681eea83624daf0.5c3a9.jpg","2018-11-06T17:16:34Z","Stuck on a long line waiting to vote? Hungry? Well, you and your fellow voters just might be eligible for a free pizza brought straight to you while you wait. The nonprofit Pizza to the Polls will send free pizza to people stuck on long lines waiting to cast … [+1923 chars]"
"mashable","Mashable","Heather Dockray","Your voting selfie really does make a difference. Here's how.","Everyone loves to dump on selfies. Either they're ""too narcissistic"" or have caused "" hundreds of fatal injuries all around the world."" But not all selfies are built alike. Think of the humble ""I voted"" selfie, popping up on everyone's social media feed this …","https://mashable.com/article/your-voting-selfie-helps/","https://i.amz.mshcdn.com/mmphUVCVPOhypBNSlifvSP3eOx4=/1200x630/2018%2F11%2F06%2Fac%2F60d267e0401e476e9501833d8c881399.12864.jpg","2018-11-06T22:31:42Z","Everyone loves to dump on selfies. Either they're ""too narcissistic"" or have caused "" hundreds of fatal injuries all around the world."" But not all selfies are built alike. Think of the humble ""I voted"" selfie, popping up on everyone's social media feed this … [+4749 chars]"
NA,"Boingboing.net","Cory Doctorow","Unisyn voting machine manual instructs election officials to use and recycle weak passwords","No one knows who wrote this Unisyn optical vote-counting machine manual that has appeared in multiple sites served by the California-based vendor, but only because Unisyn won't comment on whether they wrote it. The manual instructs voting officials to circumv…","https://boingboing.net/2018/11/05/elections-assistance-commissio.html","https://media.boingboing.net/wp-content/uploads/2018/11/1541461030039-Election-System-Manual1.jpeg","2018-11-06T06:15:18Z","No one knows who wrote this Unisyn optical vote-counting machine manual that has appeared in multiple sites served by the California-based vendor, but only because Unisyn won't comment on whether they wrote it. The manual instructs voting officials to circumv… [+3485 chars]"
NA,"Elpasotimes.com","El Paso Times, Times Staff Report, El Paso Times","Border Patrol conducts Election Day 'crowd control' exercise in El Paso","U.S. Rep. Beto O'Rourke addresses the timing of an Election Day 'crowd control' exercise in El Paso by Border Patrol.","https://www.elpasotimes.com/story/news/2018/11/06/beto-orourke-border-patrol-crowd-control-exercise-election-day/1900712002?utm_source=google&utm_medium=amp&utm_campaign=speakable","https://www.gannett-cdn.com/presto/2018/09/21/PTX1/5e166fdd-9a2e-4218-b152-8b8c9163a343-Photo_Sep_21_10_07_38_AM_1.jpg?crop=5183,2902,x0,y0&width=3200&height=1680&fit=bounds","2018-11-06T15:25:45Z","The new wall will replace chain link fencing for four miles from the Chihuahuita neighborhood to Fonseca Dr. Mark R Lambie, El Paso Times Border Patrol agents monitor protesters during a press conference for plans of the construction of a border wall in the C… [+2259 chars]"
"usa-today","USA Today","USA TODAY, Brett Molina, USA TODAY","Some ballot machines in North Carolina not working because of humidity, state officials say","Election officials in North Carolina say they've received reports some ballot machines aren't working because of issues with high humidity.","https://www.usatoday.com/story/news/politics/onpolitics/2018/11/06/election-day-2018-north-carolina-ballot-machines/1903816002/?utm_source=google&utm_medium=amp&utm_campaign=speakabl","https://www.gannett-cdn.com/presto/2018/11/06/USAT/71f0e496-8691-412b-ad87-09d4b4ae0b19-AP_Election_2018_North_Carolina.jpg?crop=4825,2714,x0,y350&width=3200&height=1680&fit=bounds","2018-11-06T18:37:58Z","People casts their ballots at the Shaofs Wagon Wheel polling place in Salisbury, N.C., on November 6. (Photo: Chuck Burton, AP) Some ballot machines in North Carolina are not working because of high humidity, election officials said Tuesday. In a press releas… [+1242 chars]"
NA,"Thisisinsider.com","Talia Lakritz","People are bringing their pups to the polls on Election Day and the dogs are having a blast","People are bringing their dogs to polling places while voting in the 2018 midterm elections. The dogs are living their best lives. Here are photos of dogs getting excited about democracy. Voting is a right reserved for humans, but dogs can still get in on the…","https://www.thisisinsider.com/election-day-midterms-voting-dogs-2018-11","https://amp.businessinsider.com/images/5be1b036bde70f73ac40475f-960-480.jpg","2018-11-06T15:10:37Z","Voting is a right reserved for humans, but dogs can still get in on the fun. As polls opened for the 2018 midterm elections, people began bringing their dogs along with them to vote. Read more: The polls are open in dozens of states for the midterm elections … [+589 chars]"
NA,"Boingboing.net","Cory Doctorow","Find your polling place! Then vote!","It's election day. Your vote fucking counts. In. Every. Single. Race. Here's how to find your polling place. Remember this important phrase: "" Give me a provisional ballot with a receipt as required by law when requested."" ( Image: Mrs. Gemstone, CC-BY-SA) Re…","https://boingboing.net/2018/11/06/vote-or-die.html","https://media.boingboing.net/wp-content/uploads/2018/11/8162709569_3f30201bf4_k.jpg","2018-11-06T08:12:41Z",NA
"usa-today","USA Today","Buzz60, Buzz60, Buzz60","Top trending Google search on Election Day: ‘Dónde votar’","“Donde votar?” Google says that’s the top trending search the morning of election day in the U.S.","https://www.usatoday.com/videos/news/politics/elections/2018/11/06/top-trending-google-search-election-day-‘dónde-votar/38410273/","https://www.gannett-cdn.com/-mm-/621b37bf60a76adf00ec82d1926457b31d7ab3b6/c=0-30-580-356&r=1280x720/local/-/media/2018/10/27/USATODAY/usatsports/voting-booths-getty_large.jpg","2018-11-06T16:57:34Z",NA
NA,"Fastcompany.com","Christopher Zara","Blue Wave watch: 4 ways to track election results and get either ecstatic or furious","Looking to follow the election results? We’ve rounded up a few online options. Saturday Night Live made fun of it. Steve Bannon admitted he’s worried about it. But until the races are over, no one really knows if the 2018 midterm elections will bring a so-cal…","https://www.fastcompany.com/90262801/blue-wave-watch-4-ways-to-track-election-results-online-and-get-either-ecstatic-or-furious?partner=feedburner&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+fastcompany%2Fheadlines+%28Fast+Company%29","https://images.fastcompany.net/image/upload/w_1280,f_auto,q_auto,fl_lossy/wp-cms/uploads/2018/11/p-1-90262801-blue-wave-watch-tk-ways-to-track-the-2018-midterm-election-in-real-time.jpg","2018-11-06T15:25:09Z","Saturday Night Live made fun of it. Steve Bannon admitted he’s worried about it. But until the races are over, no one really knows if the 2018 midterm elections will bring a so-called blue wave of Democratic victories. First, a little math: To take back the H… [+1043 chars]"
NA,"Fastcompany.com","Christopher Zara","Trouble voting? Call or text these 3 resources to report election problems now","With higher voter turnout comes more election mayhem. Voter turnout is looking like its off the charts in today’s midterm elections, and that means higher-than-usual instances of shady encounters and general mayhem at polling stations. We’ve already seen nume…","https://www.fastcompany.com/90263438/trouble-voting-call-or-text-these-3-resources-to-report-election-problems-now?partner=feedburner&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+fastcompany%2Fheadlines+%28Fast+Company%29","https://images.fastcompany.net/image/upload/w_1280,f_auto,q_auto,fl_lossy/wp-cms/uploads/2018/11/p-1-trouble-voting-call-or-text-these-tk-election-resources-to-get-help-now.jpg","2018-11-06T16:10:13Z","Voter turnout is looking like its off the charts in today’s midterm elections, and that means higher-than-usual instances of shady encounters and general mayhem at polling stations. We’ve already seen numerous reports of long lines, faulty voting machines, an… [+1122 chars]"
"time","Time","Gina Martinez","Border Patrol Cancels ‘Crowd Control Exercise’ Planned for Election Day After Protests","'No walls, no CBP exercises (are) going to keep us from honoring our laws, our commitments,' Democratic Senate candidate Beto O'Rourke said","http://time.com/5446227/border-patrol-cancels-election-day-exercise/","https://timedotcom.files.wordpress.com/2018/04/gettyimages-938358880.jpg?quality=85","2018-11-06T19:28:48Z","The U.S. Border Patrol has cancelled a “crowd control exercise” it had planned on Election Day in El Paso, Texas following protests from the Texas ACLU, state lawmakers and Democratic Senate candidate Beto O’Rourke. U.S. Customs and Border Patrol scheduled a … [+3116 chars]"
NA,"Thisisinsider.com","Kelly McLaughlin","A pizza delivery nonprofit is saving hungry voters across the country as they wait in line at the polls","Pizza to the Polls is a nonprofit, non-partisan organization that is delivering pizzas to long polling lines. They're notified about long lines through tweets, Instagram posts and website submissions sent by people in the lines. The group, which launched in 2…","https://www.thisisinsider.com/pizza-to-the-polls-is-delivering-to-long-election-day-lines-2018-11","https://amp.businessinsider.com/images/5be1bf25bde70f75204b9941-750-375.jpg","2018-11-06T16:14:32Z","A nonprofit is delivering free pizzas to voters across the country as they wait in long lines at polling stations. Pizza to the Polls is a nonprofit, non-partisan organization that is delivering pizzas to long polling lines, which they're notified about throu… [+1168 chars]"
"usa-today","USA Today","USA TODAY, Josh Hafner, USA TODAY","OnPolitics Today: 'Everything... is at stake on Election Day'","Final polls on Democrats, where to vote, key races to watch and more before Tuesday's midterms.","https://www.usatoday.com/story/news/politics/onpolitics/2018/11/05/midterms-final-polls-where-vote-and-more-top-political-news/1897865002/?utm_source=google&utm_medium=amp&utm_campaign=speakabl","https://www.gannett-cdn.com/presto/2018/11/05/USAT/f6bf0545-2bc7-483c-9370-c803e781d071-voting.JPG?crop=4799,2699,x1,y0&width=3200&height=1680&fit=bounds","2018-11-06T01:14:34Z","Voters cast their ballots for Early Voting at the Los Angeles County Registrar's Office in Norwalk, California on November 5, 2018, a day ahead the November 6 midterm elections. (Photo: FREDERIC J. BROWN, AFP/Getty Images) Today's subject line: President Dona… [+2561 chars]"
"usa-today","USA Today","USA TODAY, Bill Theobald, USA TODAY","Democrats expect to gain in governor’s races, build momentum for 2020","Republicans held 33 governorships going into election day with 16 Democrats and 1 independent. Those jobs play a key role in redistricting.","https://www.usatoday.com/story/news/politics/elections/2018/11/06/midterm-elections-governors-gillum-desantis-abrams-kemp/1810897002/?utm_source=google&utm_medium=amp&utm_campaign=speakable","https://www.gannett-cdn.com/presto/2018/08/29/USAT/66bc516e-0f29-4927-8304-7c4b76cc1083-15__AP_Florida_Governor_Democrats.3.JPG?crop=5007,2816,x1,y587&width=3200&height=1680&fit=bounds","2018-11-06T14:26:37Z","Democratic gubernatorial candidate Andrew Gillum is attempting to become Florida's first black governor. Here he listens to residents during a campaign stop on Monday, Aug. 13, 2018, in the Liberty City neighborhood of Miami. (AP Photo/Lynne Sladky) (Photo: A… [+3564 chars]"
NA,"Space.com","Meghan Bartels Space.com Senior Writer","Election Day 2018: How astronauts vote when they're in space","Even the International Space Station has a local polling site, thanks to a Texas law that arranges special absentee ballots for U.S. astronauts who are in orbit on Election Day .","http://www.space.com/42347-election-2018-space-station-astronauts-voting.html","https://static.foxnews.com/foxnews.com/content/uploads/2018/11/nasa-flag-in-space.jpg","2018-11-06T14:22:41Z","Even the International Space Station has a local polling site, thanks to a Texas law that arranges special absentee ballots for U.S. astronauts who are in orbit on Election Day. In order to vote from space, astronauts request a special absentee ballot about s… [+1215 chars]"
"reuters","Reuters","John Whitesides","Control of Congress, and verdict on Trump, at stake in U.S. elections","After a divisive campaign marked by fierce clashes over race, immigration and other cultural issues, Americans will cast votes on Tuesday to determine the balance of power in the U.S. Congress and shape the future of Donald Trump's presidency.","https://www.reuters.com/article/us-usa-election-idUSKCN1NB1CW","https://s3.reutersmedia.net/resources/r/?m=02&d=20181106&t=2&i=1322561661&w=1200&r=LYNXNPEEA50SK","2018-11-06T11:23:39Z","WASHINGTON (Reuters) - After a divisive campaign marked by fierce clashes over race, immigration and other cultural issues, Americans will cast votes on Tuesday to determine the balance of power in the U.S. Congress and shape the future of Donald Trump’s pres… [+4266 chars]"
"the-new-york-times","The New York Times","TRIP GABRIEL","Two Visions of Patriotism Clash in the Midterm Elections","For President Trump’s supporters, patriotism in politics often means conspicuous displays of respect for traditional expressions of America, such as the flag, the military and national anthem.","https://www.nytimes.com/2018/11/06/us/politics/patriotism-midterms-trump.html","https://static01.nyt.com/images/2018/11/07/us/politics/07patriotism1/merlin_146338665_04110fd3-58a6-4cf6-b6a8-2ed25d8f0020-facebookJumbo.jpg","2018-11-06T10:00:12Z","Many Republicans view this fear as overblown, even paranoid. Senator Charles E. Grassley, Iowas senior Republican, said Democrats should relax, and that the Constitutions separation of powers remains intact. He recalled his first election to the House in 1974… [+1760 chars]"
"usa-today","USA Today","USA TODAY, The Editorial Board, USA TODAY","Vote out Donald Trump's lap dogs in the Senate and the House","Election Day is a crucial opportunity to elect a Congress that will stand up for what is a co-equal branch of government with the presidency: Our view","https://www.usatoday.com/story/opinion/2018/11/06/vote-out-donald-trump-lap-dogs-congress-editorials-debates/1850520002/?utm_source=google&utm_medium=amp&utm_campaign=speakable","https://www.gannett-cdn.com/presto/2018/11/06/USAT/abcc0597-1aca-4d97-a247-bee241779ec2-election.ourview_3.JPG?crop=5183,2902,x0,y0&width=3200&height=1680&fit=bounds","2018-11-06T11:00:10Z","A protest in 2013 in Doral, Florida. (Photo: Joe Raedle/Getty Images) For most of its history, Congress has been an important check on presidential power. President Franklin Roosevelts fellow Democrats, for instance, killed his plan to expand the Supreme Cour… [+3200 chars]"
"time","Time","Katie Reilly","The Race for Georgia Governor Just Keeps Getting Messier. And It Might Not End Tuesday","The historic race for Georgia governor is expected to come down to a razor-thin margin of victory. The toss-up race between Democrat Stacey Abrams and Republican Brian Kemp has elevated concerns about the effect of voting laws and election security. And if ne…","http://time.com/5445560/georgia-governor-race-brian-kemp-hacking/","https://timedotcom.files.wordpress.com/2018/07/kemp-stacy-abrams-november-elections.jpg?quality=85","2018-11-06T01:36:48Z","The historic race for Georgia governor is expected to come down to a razor-thin margin of victory. The toss-up race between Democrat Stacey Abrams and Republican Brian Kemp has elevated concerns about the effect of voting laws and election security. And if ne… [+5607 chars]"
NA,"Fastcompany.com","Jesse Witt","Ted Cruz is still using a blacklisted Cambridge Analytica app developer","A Canadian data firm that is under investigation in multiple countries and suspended by Facebook built and maintained Ted Cruz’s campaign apps. In his re-election campaign’s final hours, Senator Ted Cruz (R-TX) is still deploying a smartphone app created by a…","https://www.fastcompany.com/90262252/ted-cruz-still-using-blacklisted-cambridge-analytica-app-developer?partner=feedburner&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+fastcompany%2Fheadlines+%28Fast+Company%29","https://images.fastcompany.net/image/upload/w_1280,f_auto,q_auto,fl_lossy/wp-cms/uploads/2018/11/p-2-ted-cruz-CA-app.jpg","2018-11-06T17:59:29Z","In his re-election campaign’s final hours, Senator Ted Cruz (R-TX) is still deploying a smartphone app created by a software team at the heart of the Cambridge Analytica controversy. The app, Cruz Crew, was developed by AggregateIQ, a small Canadian data firm… [+19790 chars]"
"usa-today","USA Today","USA TODAY, Jorge L. Ortiz, USA TODAY","'Only fitting': Body of Utah mayor who urged Americans to vote comes home on Election Day","The body of the Utah mayor who was killed in Afghanistan days after urging Americans to vote was brought back home on Election Day in the U.S.","https://www.usatoday.com/story/news/2018/11/06/brent-taylor-body-utah-mayor-killed-afghanistan-back-home/1905616002/?utm_source=google&utm_medium=amp&utm_campaign=speakable","https://www.gannett-cdn.com/presto/2018/11/05/USAT/3682fccf-b8a4-46b3-874a-b403935e8d11-Afghanistan.ourview.JPG?crop=1999,1131,x0,y0&width=3200&height=1680&fit=bounds","2018-11-06T20:32:10Z","The body of North Ogden, Utah mayor and Army National Guard Major Brent Taylor arrived at Dover Air Force Base in Delaware before dawn, Tuesday. Taylor's widow said her husband died for the success of freedom and democracy. (Nov. 6) AP Army Maj. Brent Taylor,… [+3654 chars]"
"business-insider","Business Insider","John Haltiwanger","Georgia voters face long lines, malfunctioning voter machines amid hotly contested governors race","Georgia voters on Tuesday contended with long lines and malfunctioning voter machines in a state facing one of the most hotly contested gubernatorial races in the country. Some voters had to wait several hours to cast their ballots. The apparent disorganizati…","https://www.businessinsider.com/georgia-governor-brian-kemp-stacey-abrams-long-lines-malfunctioning-voter-machines-midterms-2018-11","https://amp.businessinsider.com/images/5be1fef5beb6703a986fb65b-1920-960.jpg","2018-11-06T21:26:58Z","Georgia voters participating in the 2018 midterms on Tuesday contended with long lines and malfunctioning voter machines in a state facing one of the most hotly contested gubernatorial races in the country. Voters in some precincts had to wait up to three hou… [+2558 chars]"
"vice-news","Vice News","Matt Taylor, Matt Taylor","Billionaires Are Raging and the Minimum Wage Is on the Ballot","The super rich just had their best year ever. There's also an election on Tuesday.","https://www.vice.com/en_us/article/7xyzxb/billionaires-are-raging-and-the-minimum-wage-is-on-the-ballot","https://video-images.vice.com/articles/5bdcbfacfaa45a0006b7fe78/lede/1541453785399-billionaires2.jpeg?crop=1xw:1xh;center,center&resize=1200:*","2018-11-06T05:00:00Z","It's never been a bad time to be a billionaire in America, but the.01 percent are having a particularly good year. If you're part of that vaunted club, your tax bill this year will likely be smaller than usual thanks to Republicans in Congress passing a massi… [+6038 chars]"
NA,"Npr.org","Courtney Rozen","4 Myths About College Students And Voting","Researchers expect youth voter turnout to break records in Tuesday's midterm elections. And that's important since most attend college in-state, meaning they're voting in their home state.","https://www.npr.org/2018/11/06/663445036/4-myths-about-college-students-and-voting","https://media.npr.org/assets/img/2018/11/02/2_npr_education_franziska_barczyk_wide-1ad0a6013e1dae1affd69ca37a7702a15ede0401.jpg?s=1400","2018-11-06T10:00:55Z","Opening on-campus early voting sites, installing a practice voting booth with sample ballots and throwing election turnout parties: These are some of the ways college campuses across the country are trying to get students to vote in Tuesday's midterm election… [+4719 chars]"
"mashable","Mashable","Nicole Gallucci","77-year-old Beto O'Rourke supporter tears up after seeing him at the polls","What's more exciting than voting in the midterm elections? Seeing a candidate you're there to vote for while you're at the polls. Pamela Aguirre, a 77-year-old Texas resident who voted in El Paso on Tuesday, got to experience this thrill first-hand, according…","https://mashable.com/article/77-year-old-texas-woman-cries-after-voting-beto-orourke/","https://i.amz.mshcdn.com/B13Zam6hDBL6lhZ6HwRsxl0iNVk=/1200x630/2018%2F11%2F06%2F7b%2Fcd1ce2f5317f46918998dae158a9fdf9.c7703.png","2018-11-06T19:31:23Z","What's more exciting than voting in the midterm elections? Seeing a candidate you're there to vote for while you're at the polls. Pamela Aguirre, a 77-year-old Texas resident who voted in El Paso on Tuesday, got to experience this thrill first-hand, according… [+1239 chars]"
NA,"Buzzfeednews.com","Ross Wallenstein","Remember Obama's Victory Speech? The Midterms Showed His Message Lives On","Campaigns based on hope and optimism can still lead the way — Democrats proved it this election cycle. View Entire Post ›","https://www.buzzfeednews.com/article/rosswallenstein/the-midterms-reminded-us-that-obamas-message-lives","https://img.buzzfeed.com/buzzfeed-static/static/2018-11/6/18/asset/buzzfeed-prod-web-05/sub-buzz-25620-1541547819-1.jpg?crop=1588:831;0,227","2018-11-06T23:55:02Z","As we endured the first and ideally last midterm election of the Trump presidency, it was understandable for some people to lose hope. But while the final days of this election cycle were marked by the vulgar downward spiral of Donald Trumps immigration scare… [+4645 chars]"
