"start","word"
561.36,"about imprinting those fabrics"
563.49,"and then loading them into his"
564.87,"car and delivering them to ever"
566.61,"ordered them and then expecting"
569.91,"to be paid because he had done"
572.069,"the work it just really hits me"
575.55,"personally when people are"
579.18,"standing up and telling their"
580.439,"stories they were small business"
582.12,"people they were plumbers"
583.17,"electricians painters who did"
585.449,"work for Donald Trump and he"
586.98,"refused to pay them that"
590.339,"violates the basic bargain if"
592.92,"you do your job you're supposed"
594.749,"to be rewarded for your work not"
597.209,"stiffed not told to go so"
600.059,"somebody and I i can't help but"
605.79,"take it personally because I"
606.959,"think about what would have"
607.949,"happened to my family if my"
610.259,"father had taken a job like that"
613.41,"and put his heart and soul into"
615.209,"it bought the material bought"
617.129,"the paint did the labor shows up"
620.1,"delivers the product and is told"
622.41,"we're not paying you but person"
624.749,"after person small business"
626.339,"after small business is telling"
628.29,"the same story that they were"
630.809,"not paid they were told to go"
632.85,"soo Donald Trump well you're a"
636.209,"small business you can't afford"
637.62,"lawyers to go sue somebody"
639.059,"that's not the way it's supposed"
640.8,"to work"
642.089,"so when I talk about creating"
644.16,"new jobs in infrastructure"
646.679,"advanced manufacturing clean"
648.929,"renewable energy i also talked"
651.12,"about creating more small"
652.709,"businesses and small businesses"
655.079,"that will actually grow and give"
658.23,"more people a chance to fulfill"
660.389,"their dreams and will be part of"
663.149,"the basic bargain who will be"
664.92,"pay for the work that they do so"
667.559,"they can stay"
668.71,"in business now I gotta tell you"
675.37,"creating the jobs of the future"
676.72,"means we've got to make sure"
678.19,"that all Americans not just"
679.63,"young Americans have all the"
681.58,"education and all the skills"
683.2,"that are needed that's why I"
685.03,"want to start with early"
686.2,"childhood education so that more"
687.85,"young kids get prepared to"
690.34,"succeed in school I want to see"
695.11,"more technical education like"
697.06,"ice all right here and john"
698.53,"marshall across America so that"
700.75,"high school students can be"
703.24,"better prepared you know when we"
705.58,"stopped doing vocational"
707.05,"education some years ago we"
709.3,"basically sent a message to so"
711.28,"many young people there's only"
712.99,"one way to be successful in"
714.55,"America you got to go to a"
715.54,"four-year college that is so"
718.24,"unfair and it's also untrue"
720.73,"actually if you look at job"
726.07,"projections more than half of"
728.35,"the jobs that will be available"
729.73,"in America in 2020 will not"
733.33,"require a four-year college"
734.95,"degree and so how are we going"
737.77,"to get our people prepared"
740.11,"we're going to bring more"
740.95,"technical education not the"
742.96,"old-fashioned kind but what I"
745,"saw here at John Marshall we're"
747.22,"going to bring computer coding"
749.38,"like I saw in a classroom just a"
751.96,"few minutes ago"
753.94,"we're going to bring engineering"
756.25,"and design work we're going to"
758.65,"give young kids in high school"
760.45,"the chance to either get that"
763.21,"education right in their own"
765.01,"school or go to a community"
766.72,"college that will provide it and"
768.76,"give them credit to get a"
770.2,"credential and associate degree"
772.03,"or credit to go on to a"
773.59,"four-year college so we're going"
775.48,"to do more on apprenticeship"
777.01,"programs"
781.56,"I want everybody who's willing"
785.76,"to work to be prepared"
787.98,"I don't want any excuses i'm a"
790.02,"kind of no excuse person if you"
792.66,"are willing to do the work i"
794.31,"want to make sure that we've got"
795.63,"an economy that will produce the"
797.16,"jobs and then I want to make"
799.11,"four-year college affordable if"
801.75,"you go to a four-year public"
803.31,"college or university it should"
806.67,"be affordable and we're going to"
809.64,"make Community College free for"
811.5,"everybody that wants to go to"
814.14,"Community College and we're"
817.02,"going to help everybody was"
818.43,"student debt pay down the debt"
820.35,"get it off their backs now i"
825.21,"think it's i think it's fair to"
826.56,"say okay well how are you gonna"
828.089,"do all that"
828.9,"that's fair to ask well we're"
831.66,"going to do it in two ways"
832.529,"number one we are going to tax"
836.97,"the wealthy who have made all of"
839.55,"the income gains in the last 15"
842.43,"years"
847.649,"the super wealthy corporations"
851.49,"wall street they're going to"
853.709,"have to invest in education in"
856.439,"skills training in"
858.059,"infrastructure because we have"
861.3,"to grow this economy we do need"
863.55,"to have the resources to do that"
865.589,"and I've laid out what i want to"
868.47,"do and how I would do it closing"
870.089,"the loopholes creating a fairer"
872.61,"tax system but I've made very"
874.319,"clear i'm the only candidate who"
875.819,"ran in either the democratic or"
877.41,"republican primary who said from"
879.839,"the very beginning I will not"
881.999,"raise taxes on the middle class"
883.529,"the middle class has to catch up"
886.139,"to where they were before the"
888.66,"great recession and so I've laid"
895.499,"this all out and so independent"
897.689,"analysts economist and others"
900.42,"are looking at what I've said"
901.679,"and what Donald Trump is said"
903.72,"and in fact according to an"
905.22,"independent analysis by Moody's"
908.339,"Analytics carried out by the man"
910.499,"who was John McCain's economic"
912.48,"advisor if you were to implement"
915.509,"what I am proposing we would"
917.279,"create at least 10 million new"
919.499,"jobs in the first term of my"
922.589,"administration by contrast if"
930.149,"you look at what Trump is"
931.47,"proposing and how he wants to"
933.66,"give huge tax breaks to people"
935.639,"who are wealthy like him it"
937.98,"would cost our economy 3.4"
940.05,"million jobs now this is not me"
942.209,"saying it"
943.319,"this is an independent analysis"
945.99,"saying it that has tried to look"
947.429,"at both of us very objectively"
949.86,"but what does that mean for Ohio"
951.839,"if we divide across the country"
954.149,"by population Ohio would gain"
957.6,"376 thousand jobs under my plans"
962.249,"and lose more than a hundred and"
963.809,"twenty-three thousand jobs under"
965.97,"Donald Trump's plans"
967.62,"and it's hard it's not hard to"
974.58,"see why because he wants to give"
976.47,"tax cuts to big corporations"
979.11,"millionaires wall street money"
981.24,"managers he's even created a new"
983.67,"tax loophole that we call the"
985.95,"Trump loophole because it's"
989.37,"really good for Trump it would"
991.74,"let millionaires and"
992.73,"billionaires cut their tax rate"
995.31,"in half on a lot of their income"
997.86,"under his plans Donald Trump"
1001.339,"would pay lower tax rate than"
1003.38,"middle-class families of course"
1004.88,"we have no idea what tax rate he"
1006.77,"pays because unlike everybody"
1009.14,"else who's run for president in"
1010.79,"the last four or five decades he"
1013.16,"refuses to release his tax"
1015.14,"return so the American people"
1017.48,"can't really judge and then"
1024.8,"there's the estate tax which he"
1026.54,"wants to eliminate all together"
1028.1,"so if you believe Donald Trump"
1030.679,"is as wealthy as he claims"
1032.839,"we can't say that for sure but"
1035.24,"let's assume it he would by"
1038.329,"eliminating the estate tax save"
1040.25,"the Trump family four billion"
1042.86,"dollars and do absolutely"
1046.699,"nothing for 99.8 percent of all"
1052.16,"americans now think of what we"
1054.29,"could do with four billion"
1056.179,"dollars in ohio we could build"
1057.65,"280 new elementary schools we"
1061.7,"could eliminate the outstanding"
1063.38,"student loan of a hundred and"
1065.09,"sixty-six thousand Ohioans we"
1070.13,"could provide healthcare to"
1072.38,"370,000 veterans"
1076.429,"and we could sure rebuild every"
1081.529,"crumbling bridge in this state"
1083.33,"and fix a lot of the highways"
1084.95,"that are causing folks that"
1086.57,"incur expenses Donald Trump"
1091.789,"doesn't need a tax cut"
1093.2,"I don't need a tax cut it's time"
1095.57,"for the wealthiest Americans"
1097.249,"whoever you are as well as"
1099.799,"corporations and Wall Street to"
1101.84,"pay your fair share in taxes you"
1104.149,"have been successful in this"
1106.85,"country because of everything"
1110.269,"this country represents we're"
1112.999,"going to stop giving tax breaks"
1114.379,"to corporations that outsource"
1116.509,"jobs and profits we're going to"
1118.549,"reward those who invest in their"
1120.769,"employees again if corporations"
1123.32,"move their headquarters overseas"
1124.97,"we're going to slap an exit tax"
1127.61,"on them and try to persuade them"
1129.35,"not to move we're going to add a"
1134.809,"new tax on multi-millionaires"
1136.85,"crack down on tax gaming and"
1138.769,"close loopholes and then use"
1140.48,"that money to make the kind of"
1144.049,"investments that will grow the"
1145.909,"economy for everybody so here"
1148.429,"here's the bottom line"
1150.11,"there are just 83 days left in"
1152.899,"this election i keep track of"
1155.33,"them"
1155.99,"Austin"
1159.7,"and for anyone waiting for"
1163.45,"Donald Trump to suddenly become"
1165.19,"more responsible remember what a"
1170.38,"great American Maya Angelou said"
1172.45,"when someone shows you who they"
1175.48,"are believe them"
1184.95,"and I I think it's fair to say"
1188.37,"that Donald Trump has shown us"
1190.23,"who he is he can hire and fire"
1191.94,"anybody wants from his campaign"
1195.03,"they can make him read new words"
1198.96,"from a teleprompter but he is"
1203.43,"still the same man who insults"
1206.67,"gold star families demeans women"
1209.91,"mocks people with disabilities"
1213.03,"and thinks he knows more about"
1215.31,"Isis than our generals"
1224.55,"there is no no Donald Trump this"
1228.75,"is it and you know I hope you"
1234.15,"will talk to any of your friends"
1236.37,"who are flirting with the idea"
1237.81,"of voting for Donald Trump"
1239.49,"friends don't let friends vote"
1244.14,"for Trump"
1269.929,"ok"
1270.97,"so now now here here's what I"
1276.19,"have to ask all of you i'm proud"
1278.14,"that we have run a campaign of"
1280.45,"issues not insults that's what"
1282.46,"I'm going to continue to do for"
1284.049,"the next 83 days because i think"
1290.53,"the details actually matter"
1292.57,"that's why I sweat the details"
1294.07,"you know I I really care a lot"
1297.4,"about what happens to the young"
1300.429,"people and the families and our"
1302.11,"seniors that's why I'm gonna do"
1305.08,"everything I can to raise the"
1306.73,"national minimum wage so that it"
1308.77,"is a living way I'm going to do"
1316.69,"everything I can to make sure"
1318.82,"that you have the healthcare you"
1321.669,"need at an affordable price and"
1324.1,"get the cost of prescription"
1328.03,"drugs down because they are once"
1331.45,"again getting out of reach i was"
1334.39,"at an event the other day and a"
1335.98,"very distinguished doctor the"
1337.75,"head of a big Hospital in New"
1339.549,"York he said we gotta do"
1342.46,"something about prescription"
1343.51,"drug costs this is not a is not"
1345.909,"of a patient or a family this is"
1347.74,"one of the most distinguished"
1349.15,"doctors in New York City he said"
1352.48,"I it's getting to the point"
1353.409,"where i can't prescribe certain"
1356.5,"drugs at my patients need"
1358.15,"because the insurance won't pay"
1359.53,"for them"
1360.61,"medicare medicaid nobody will"
1362.71,"pay for them because they are"
1363.73,"too expensive and he mentioned"
1366.909,"particularly a drug Buy gilja"
1368.799,"that will cure hepatitis C and"
1372.37,"it is so expensive that a lot of"
1375.61,"Americans are being left out and"
1378.159,"you know what really is"
1379.15,"upsetting about this is that"
1380.919,"drug company sells that same"
1382.63,"drug all over the world at a"
1384.52,"much lower priced everybody else"
1386.409,"now I'm proud i'm proud that our"
1391.87,"drug companies invent drugs to"
1394.21,"cure really terrible diseases"
1395.86,"and treat chronic diseases I'm"
1397.51,"proud of that but let's be"
1399.45,"clear your tax dollars help"
1401.88,"support the research that is"
1403.2,"used to create those drugs in"
1405.24,"the first place your tax dollars"
1411.84,"support the food and drug"
1413.19,"administration that test those"
1415.08,"drugs to determine whether or"
1416.429,"not they are safe and effective"
1417.659,"to be able to go to market and"
1420.57,"then we end up in America paying"
1423.21,"the highest price for those"
1425.25,"drugs that we have helped to"
1427.59,"create we have got to take this"
1430.26,"on and we can do it without"
1432.149,"hurting research and discovery"
1434.58,"and no drugs and new devices and"
1440.34,"there are two other issues that"
1441.57,"i want to mention respecting"
1443.1,"health because I've been on the"
1445.98,"campaign trail now for well"
1448.08,"about a year and a half"
1449.549,"ever since april $DAY of $MONTH"
1450.48,"2015 so i have i have talked"
1453.149,"with and mostly listen to"
1455.25,"thousands of Americans now"
1458.01,"people talk to me about their"
1459,"jobs they talking about"
1460.08,"education they talking about"
1461.22,"student loans and high process"
1462.87,"clock college talk to me a lot"
1464.519,"about gun violence they talk to"
1465.99,"me about the things that are on"
1467.039,"their minds but the most"
1468.809,"emotional encounters i have our"
1472.139,"when families grabbed my hand"
1474.059,"and talk to me about mental"
1476.01,"health and addiction"
1486.58,"we have got to do a better job"
1488.2,"we have too many families and"
1491.08,"too many individual Americans"
1492.309,"whose lives are being either"
1495.1,"totally undermined or shortened"
1498.64,"because of mental health and"
1500.95,"because of addiction so I'm"
1503.919,"going to work on those things to"
1505.299,"as your president because we've"
1506.95,"got to tackle these two problems"
1509.38,"and i also want to defend the"
1517.24,"rights that Americans now have"
1518.86,"from all of the various attacks"
1521.59,"that people are waging that's"
1524.5,"why i support human rights and"
1526.87,"civil rights i support women's"
1528.909,"rights and yes I will defend"
1535.96,"Planned Parenthood against all"
1538.12,"of these partisan attack i"
1546.76,"support gay rights"
1551.81,"voting rights which are under"
1554.42,"attack across America including"
1556.52,"right here in Ohio I support"
1560.93,"workers rights the right to form"
1563.24,"and organize a union and bargain"
1565.55,"collectively i support the"
1570.83,"rights of people with"
1572.78,"disabilities who deserve more"
1575.03,"chances to be integrated into"
1577.37,"the economy and society and yes"
1582.86,"i will take on the gun lobby and"
1585.77,"try to get common-sense gun"
1588.29,"safety measures passed and no I"
1594.86,"I know I know how difficult this"
1597.56,"is but here's what i want to say"
1599.51,"i want to say what I said at the"
1600.83,"convention in my speech I am not"
1603.92,"at all"
1605.87,"advocating the repeal of the"
1608.3,"Second Amendment i am not at all"
1611.87,"advocating any program that"
1613.82,"would in any way take people's"
1615.71,"guns away here's what I'm"
1616.88,"advocating I want to help you"
1619.19,"stay alive so that nobody who"
1621.38,"shouldn't have a gun in the"
1622.61,"first place gets one and hurt"
1625.34,"you or other people"
1633.929,"because when I think about the"
1636.84,"three big challenges the next"
1638.639,"president faces getting the"
1639.929,"economy works for everybody not"
1641.34,"just those at the top keeping us"
1643.619,"safe and leading the world with"
1645.419,"steadiness and unifying America"
1649.049,"it's not just the job for the"
1651.389,"president we all have to do our"
1652.71,"part and when it comes to"
1655.74,"keeping Americans safe I want to"
1659.82,"keep you safe in your own"
1661.2,"communities and your homes from"
1662.97,"gun violence"
1663.84,"I want to keep us safe from"
1665.49,"terrorists no matter where"
1667.08,"they're from or what they're"
1668.519,"after"
1669.6,"I want to make sure that we keep"
1671.159,"our alliance is strong because I"
1674.009,"know how important it is that we"
1675.48,"work together to defeat the"
1677.58,"terrorist threat and i will"
1679.95,"bring all the experience I had"
1681.6,"as a senator serving on the"
1683.789,"Armed Services Committee as a"
1685.649,"secretary of state to make sure"
1687.779,"that America remains the most"
1690.24,"free the most safe the most"
1693.48,"important leader in the world"
1695.61,"but i also want to unify our"
1704.61,"country"
1705.6,"you know I bet if we have the"
1708.96,"time we'd find something that"
1710.549,"every single one of us disagreed"
1712.47,"about with everybody else we"
1714.389,"have different experiences"
1714.99,"different backgrounds"
1717.179,"I I think that's part of the"
1718.95,"American DNA you know our"
1722.22,"founders had some big arguments"
1724.08,"we have a lot of impassioned"
1727.379,"people who care about the future"
1729.72,"of our country and what we"
1731.009,"should do but at the end of the"
1733.649,"argument we've got to come"
1735.029,"together we are the greatest"
1737.73,"example of freedom and"
1741.419,"opportunity and justice that the"
1744.21,"world has ever known and we"
1746.34,"can't do anything that ever"
1748.529,"undermines that and that's why"
1751.019,"it is so important that we seek"
1754.47,"and find common ground together"
1756.419,"i did that as a first lady i"
1759.059,"worked with Republicans to"
1760.59,"create the children's health"
1761.73,"insurance program that now"
1763.559,"covers 8 million kids"
1765.389,"I worked with Republicans to"
1767.759,"reform the adoption and foster"
1769.859,"care system which I care deeply"
1772.649,"about i worked with Republicans"
1775.619,"after nine eleven to rebuild New"
1778.169,"York and to make our country"
1779.519,"safer to get healthcare the"
1781.859,"National Guard men and women I"
1784.229,"work with every Republican I"
1785.759,"served with just about I work"
1787.889,"with Republicans as Secretary of"
1789.69,"State we got a new treaty with"
1792.629,"Russia to lower the number of"
1794.669,"nuclear weapons and that took 67"
1797.459,"votes and we had to get"
1798.57,"Republicans as well as Democrats"
1800.609,"to agree with that I happen to"
1808.079,"believe I don't have all the"
1809.639,"answers i happen to believe we"
1811.349,"are stronger together and"
1813.419,"charting a course toward the"
1815.369,"future so I need your help"
1823.619,"stronger together is not just a"
1825.539,"slogan for our campaign it is"
1827.489,"what I believe in my heart I"
1829.499,"will get up every day in the"
1830.94,"White House trying to figure out"
1832.32,"how we're going to create more"
1833.789,"jobs more opportunity keep us"
1836.009,"safe unify us and that's where"
1838.95,"you come in i hope you will join"
1841.499,"this campaign you can do so"
1843.329,"today by texting join jo I an"
1847.32,"at4 2746 or you can go to"
1851.339,"Hillary Clinton dot-com we're"
1853.859,"hiring organizers in ohio so if"
1856.2,"you're interested in working as"
1857.609,"an organizer see one of our"
1859.709,"people who will be at the doors"
1862.049,"as you leave if this is a"
1865.529,"consequential election I"
1868.44,"understand a lot of the concerns"
1871.859,"that many Americans have"
1874.409,"wondering and worrying about our"
1876.509,"country about their lives about"
1879.239,"their kids lives about their"
1881.759,"retirement about the purpose and"
1883.979,"dignity of their work so i know"
1887.219,"we've got challenges that we"
1889.109,"have to address but I am"
1891.359,"absolutely sure we can do this i"
1895.679,"believe America's best"
1897.38,"days are still ahead of us if"
1899.69,"you will join this campaign join"
1902.78,"our cause"
1904.43,"together we will not just win an"
1906.86,"election but chart a course of"
1909.38,"confidence and optimism getting"
1912.47,"results for the American people"
1914.63,"come join me please"
1916.73,"thank you all very much"
